"Series","Date","Value"
"Commercial and other mortgage advances: (total of items 160 to 165)",2012-02-01,40104800
"Commercial and other mortgage advances: (total of items 160 to 165)",2012-03-01,39531523
"Commercial and other mortgage advances: (total of items 160 to 165)",2012-04-01,39462217
"Commercial and other mortgage advances: (total of items 160 to 165)",2012-05-01,39374627
"Commercial and other mortgage advances: (total of items 160 to 165)",2012-06-01,39807511
"Commercial and other mortgage advances: (total of items 160 to 165)",2012-07-01,37865252
"Commercial and other mortgage advances: (total of items 160 to 165)",2012-08-01,37606885
"Commercial and other mortgage advances: (total of items 160 to 165)",2012-09-01,36394146
"Commercial and other mortgage advances: (total of items 160 to 165)",2012-10-01,37470867
"Commercial and other mortgage advances: (total of items 160 to 165)",2012-11-01,37152824
"Commercial and other mortgage advances: (total of items 160 to 165)",2012-12-01,37049024
"Commercial and other mortgage advances: (total of items 160 to 165)",2013-01-01,37052199
"Commercial and other mortgage advances: (total of items 160 to 165)",2013-02-01,35723999
"Commercial and other mortgage advances: (total of items 160 to 165)",2013-03-01,35590831
"Commercial and other mortgage advances: (total of items 160 to 165)",2013-04-01,35860318
"Commercial and other mortgage advances: (total of items 160 to 165)",2013-05-01,35718195
"Commercial and other mortgage advances: (total of items 160 to 165)",2013-06-01,34723422
"Commercial and other mortgage advances: (total of items 160 to 165)",2013-07-01,34268580
"Commercial and other mortgage advances: (total of items 160 to 165)",2013-08-01,36835141
"Commercial and other mortgage advances: (total of items 160 to 165)",2013-09-01,36360363
"Commercial and other mortgage advances: (total of items 160 to 165)",2013-10-01,35277917
"Commercial and other mortgage advances: (total of items 160 to 165)",2013-11-01,35476925
"Commercial and other mortgage advances: (total of items 160 to 165)",2013-12-01,35026301
"Commercial and other mortgage advances: (total of items 160 to 165)",2014-01-01,34697996
"Commercial and other mortgage advances: (total of items 160 to 165)",2014-02-01,33939687
"Commercial and other mortgage advances: (total of items 160 to 165)",2014-03-01,33909564
"Commercial and other mortgage advances: (total of items 160 to 165)",2014-04-01,33970615
"Commercial and other mortgage advances: (total of items 160 to 165)",2014-05-01,33922759
"Commercial and other mortgage advances: (total of items 160 to 165)",2014-06-01,33444996
"Commercial and other mortgage advances: (total of items 160 to 165)",2014-07-01,34246745
"Commercial and other mortgage advances: (total of items 160 to 165)",2014-08-01,34242294
"Commercial and other mortgage advances: (total of items 160 to 165)",2014-09-01,34170518
"Commercial and other mortgage advances: (total of items 160 to 165)",2014-10-01,33409291
"Commercial and other mortgage advances: (total of items 160 to 165)",2014-11-01,33913242
"Commercial and other mortgage advances: (total of items 160 to 165)",2014-12-01,30908351
"Commercial and other mortgage advances: (total of items 160 to 165)",2015-01-01,30554539
"Commercial and other mortgage advances: (total of items 160 to 165)",2015-02-01,30166657
"Commercial and other mortgage advances: (total of items 160 to 165)",2015-03-01,29739194
"Commercial and other mortgage advances: (total of items 160 to 165)",2015-04-01,30848672
"Commercial and other mortgage advances: (total of items 160 to 165)",2015-05-01,30920781
"Commercial and other mortgage advances: (total of items 160 to 165)",2015-06-01,30756204
"Commercial and other mortgage advances: (total of items 160 to 165)",2015-07-01,31023110
"Commercial and other mortgage advances: (total of items 160 to 165)",2015-08-01,32014680
"Commercial and other mortgage advances: (total of items 160 to 165)",2015-09-01,32615579
"Commercial and other mortgage advances: (total of items 160 to 165)",2015-10-01,32189172
"Commercial and other mortgage advances: (total of items 160 to 165)",2015-11-01,36734519
"Commercial and other mortgage advances: (total of items 160 to 165)",2015-12-01,34716246
"Commercial and other mortgage advances: (total of items 160 to 165)",2016-01-01,34034932
"Commercial and other mortgage advances: (total of items 160 to 165)",2016-02-01,33722021
"Commercial and other mortgage advances: (total of items 160 to 165)",2016-03-01,33999936
"Commercial and other mortgage advances: (total of items 160 to 165)",2016-04-01,33158480
"Commercial and other mortgage advances: (total of items 160 to 165)",2016-05-01,31591083
"Commercial and other mortgage advances: (total of items 160 to 165)",2016-06-01,31139750
"Commercial and other mortgage advances: (total of items 160 to 165)",2016-07-01,30759301
"Commercial and other mortgage advances: (total of items 160 to 165)",2016-08-01,31118612
"Commercial and other mortgage advances: (total of items 160 to 165)",2016-09-01,32753020
"Commercial and other mortgage advances: (total of items 160 to 165)",2016-10-01,33010436
"Commercial and other mortgage advances: (total of items 160 to 165)",2016-11-01,34266295
"Commercial and other mortgage advances: (total of items 160 to 165)",2016-12-01,33275929
"Commercial and other mortgage advances: (total of items 160 to 165)",2017-01-01,33141091
"Commercial and other mortgage advances: (total of items 160 to 165)",2017-02-01,33418259
"Commercial and other mortgage advances: (total of items 160 to 165)",2017-03-01,34048382
"Commercial and other mortgage advances: (total of items 160 to 165)",2017-04-01,34328515
"Commercial and other mortgage advances: (total of items 160 to 165)",2017-05-01,34781167
"Commercial and other mortgage advances: (total of items 160 to 165)",2017-06-01,34227554
"Commercial and other mortgage advances: (total of items 160 to 165)",2017-07-01,34718833
"Commercial and other mortgage advances: (total of items 160 to 165)",2017-08-01,34174446
"Commercial and other mortgage advances: (total of items 160 to 165)",2017-09-01,35131322
"Commercial and other mortgage advances: (total of items 160 to 165)",2017-10-01,36200084
"Commercial and other mortgage advances: (total of items 160 to 165)",2017-11-01,36889504
"Commercial and other mortgage advances: (total of items 160 to 165)",2017-12-01,38748659
"Commercial and other mortgage advances: (total of items 160 to 165)",2018-01-01,41166221
"Commercial and other mortgage advances: (total of items 160 to 165)",2018-02-01,42188459
"Commercial and other mortgage advances: (total of items 160 to 165)",2018-03-01,42674432
"Commercial and other mortgage advances: (total of items 160 to 165)",2018-04-01,43077238
"Commercial and other mortgage advances: (total of items 160 to 165)",2018-05-01,43602417
"Commercial and other mortgage advances: (total of items 160 to 165)",2018-06-01,43151734
"Commercial and other mortgage advances: (total of items 160 to 165)",2018-07-01,43839374
"Commercial and other mortgage advances: (total of items 160 to 165)",2018-08-01,44562196
"Commercial and other mortgage advances: (total of items 160 to 165)",2018-09-01,45578960
"Commercial and other mortgage advances: (total of items 160 to 165)",2018-10-01,47518804
"Commercial and other mortgage advances: (total of items 160 to 165)",2018-11-01,49708681
"Commercial and other mortgage advances: (total of items 160 to 165)",2018-12-01,50714303
"Commercial and other mortgage advances: (total of items 160 to 165)",2019-01-01,49483119
"Commercial and other mortgage advances: (total of items 160 to 165)",2019-02-01,50245021
"Commercial and other mortgage advances: (total of items 160 to 165)",2019-03-01,50069798
"Commercial and other mortgage advances: (total of items 160 to 165)",2019-04-01,50234918
"Commercial and other mortgage advances: (total of items 160 to 165)",2019-05-01,51890332
"Commercial and other mortgage advances: (total of items 160 to 165)",2019-06-01,53553277
"Commercial and other mortgage advances: (total of items 160 to 165)",2019-07-01,54552440
"Commercial and other mortgage advances: (total of items 160 to 165)",2019-08-01,54631278
"Commercial and other mortgage advances: (total of items 160 to 165)",2019-09-01,55007630
"Commercial and other mortgage advances: (total of items 160 to 165)",2019-10-01,55329004
"Commercial and other mortgage advances: (total of items 160 to 165)",2019-11-01,57163658
"Commercial and other mortgage advances: (total of items 160 to 165)",2019-12-01,57251469
"Commercial and other mortgage advances: (total of items 160 to 165)",2020-01-01,57337192
"Commercial and other mortgage advances: (total of items 160 to 165)",2020-02-01,58227508
"Commercial and other mortgage advances: (total of items 160 to 165)",2020-03-01,59470619
"Commercial and other mortgage advances: (total of items 160 to 165)",2020-04-01,59665356
"Commercial and other mortgage advances: (total of items 160 to 165)",2020-05-01,60356511
"Commercial and other mortgage advances: (total of items 160 to 165)",2020-06-01,60846968
"Commercial and other mortgage advances: (total of items 160 to 165)",2020-07-01,61754329
"Commercial and other mortgage advances: (total of items 160 to 165)",2020-08-01,61530224
"Commercial and other mortgage advances: (total of items 160 to 165)",2020-09-01,61387820
"Commercial and other mortgage advances: (total of items 160 to 165)",2020-10-01,60951965
"Commercial and other mortgage advances: (total of items 160 to 165)",2020-11-01,61685988
"Commercial and other mortgage advances: (total of items 160 to 165)",2020-12-01,63303604
"Commercial and other mortgage advances: (total of items 160 to 165)",2021-01-01,62941832
"Commercial and other mortgage advances: (total of items 160 to 165)",2021-02-01,62817970
"Commercial and other mortgage advances: (total of items 160 to 165)",2021-03-01,63071950
"Commercial and other mortgage advances: (total of items 160 to 165)",2021-04-01,67322383
"Commercial and other mortgage advances: (total of items 160 to 165)",2021-05-01,70393222
"Commercial and other mortgage advances: (total of items 160 to 165)",2021-06-01,70807618
"Commercial and other mortgage advances: (total of items 160 to 165)",2021-07-01,71729138
"Commercial and other mortgage advances: (total of items 160 to 165)",2021-08-01,72300050
"Commercial and other mortgage advances: (total of items 160 to 165)",2021-09-01,71982043
"Commercial and other mortgage advances: (total of items 160 to 165)",2021-10-01,71561813
"Commercial and other mortgage advances: (total of items 160 to 165)",2021-11-01,72083117
"Commercial and other mortgage advances: (total of items 160 to 165)",2021-12-01,72832804
"Commercial and other mortgage advances: (total of items 160 to 165)",2022-01-01,72750919
"Commercial and other mortgage advances: (total of items 160 to 165)",2022-02-01,73487131
"Commercial and other mortgage advances: (total of items 160 to 165)",2022-03-01,72900348
"Commercial and other mortgage advances: (total of items 160 to 165)",2022-04-01,72995347
"Commercial and other mortgage advances: (total of items 160 to 165)",2022-05-01,73233392
"Commercial and other mortgage advances: (total of items 160 to 165)",2022-06-01,73270342
"Commercial and other mortgage advances: (total of items 160 to 165)",2022-07-01,73579023
"Commercial and other mortgage advances: (total of items 160 to 165)",2022-08-01,74642458
"Commercial and other mortgage advances: (total of items 160 to 165)",2022-09-01,74686322
"Commercial and other mortgage advances: (total of items 160 to 165)",2022-10-01,75245304
"Commercial and other mortgage advances: (total of items 160 to 165)",2022-11-01,75363101
"Commercial and other mortgage advances: (total of items 160 to 165)",2022-12-01,77053769
"Commercial and other mortgage advances: (total of items 160 to 165)",2023-01-01,77578243
"Commercial and other mortgage advances: (total of items 160 to 165)",2023-02-01,78387027
"Commercial and other mortgage advances: (total of items 160 to 165)",2023-03-01,78438138
"Commercial and other mortgage advances: (total of items 160 to 165)",2023-04-01,79361671
"Commercial and other mortgage advances: (total of items 160 to 165)",2023-05-01,78971973
"Commercial and other mortgage advances: (total of items 160 to 165)",2023-06-01,80296370
"Commercial and other mortgage advances: (total of items 160 to 165)",2023-07-01,81113652
"Commercial and other mortgage advances: (total of items 160 to 165)",2023-08-01,81619929
"Public financial corporate sector",2008-01-01,0
"Public financial corporate sector",2008-02-01,0
"Public financial corporate sector",2008-03-01,0
"Public financial corporate sector",2008-04-01,0
"Public financial corporate sector",2008-05-01,0
"Public financial corporate sector",2008-06-01,0
"Public financial corporate sector",2008-07-01,0
"Public financial corporate sector",2008-08-01,0
"Public financial corporate sector",2008-09-01,0
"Public financial corporate sector",2008-10-01,0
"Public financial corporate sector",2008-11-01,0
"Public financial corporate sector",2008-12-01,0
"Public financial corporate sector",2009-01-01,0
"Public financial corporate sector",2009-02-01,0
"Public financial corporate sector",2009-03-01,0
"Public financial corporate sector",2009-04-01,0
"Public financial corporate sector",2009-05-01,0
"Public financial corporate sector",2009-06-01,0
"Public financial corporate sector",2009-07-01,0
"Public financial corporate sector",2009-08-01,0
"Public financial corporate sector",2009-09-01,0
"Public financial corporate sector",2009-10-01,0
"Public financial corporate sector",2009-11-01,0
"Public financial corporate sector",2009-12-01,0
"Public financial corporate sector",2010-01-01,0
"Public financial corporate sector",2010-02-01,0
"Public financial corporate sector",2010-03-01,0
"Public financial corporate sector",2010-04-01,0
"Public financial corporate sector",2010-05-01,0
"Public financial corporate sector",2010-06-01,0
"Public financial corporate sector",2010-07-01,0
"Public financial corporate sector",2010-08-01,0
"Public financial corporate sector",2010-09-01,0
"Public financial corporate sector",2010-10-01,0
"Public financial corporate sector",2010-11-01,0
"Public financial corporate sector",2010-12-01,0
"Public financial corporate sector",2011-01-01,0
"Public financial corporate sector",2011-02-01,0
"Public financial corporate sector",2011-03-01,0
"Public financial corporate sector",2011-04-01,0
"Public financial corporate sector",2011-05-01,0
"Public financial corporate sector",2011-06-01,0
"Public financial corporate sector",2011-07-01,0
"Public financial corporate sector",2011-08-01,0
"Public financial corporate sector",2011-09-01,0
"Public financial corporate sector",2011-10-01,0
"Public financial corporate sector",2011-11-01,0
"Public financial corporate sector",2011-12-01,0
"Public financial corporate sector",2012-01-01,0
"Public financial corporate sector",2012-02-01,0
"Public financial corporate sector",2012-03-01,0
"Public financial corporate sector",2012-04-01,0
"Public financial corporate sector",2012-05-01,0
"Public financial corporate sector",2012-06-01,0
"Public financial corporate sector",2012-07-01,0
"Public financial corporate sector",2012-08-01,0
"Public financial corporate sector",2012-09-01,0
"Public financial corporate sector",2012-10-01,0
"Public financial corporate sector",2012-11-01,0
"Public financial corporate sector",2012-12-01,0
"Public financial corporate sector",2013-01-01,0
"Public financial corporate sector",2013-02-01,0
"Public financial corporate sector",2013-03-01,0
"Public financial corporate sector",2013-04-01,0
"Public financial corporate sector",2013-05-01,0
"Public financial corporate sector",2013-06-01,0
"Public financial corporate sector",2013-07-01,0
"Public financial corporate sector",2013-08-01,0
"Public financial corporate sector",2013-09-01,0
"Public financial corporate sector",2013-10-01,0
"Public financial corporate sector",2013-11-01,0
"Public financial corporate sector",2013-12-01,0
"Public financial corporate sector",2014-01-01,0
"Public financial corporate sector",2014-02-01,0
"Public financial corporate sector",2014-03-01,0
"Public financial corporate sector",2014-04-01,0
"Public financial corporate sector",2014-05-01,0
"Public financial corporate sector",2014-06-01,0
"Public financial corporate sector",2014-07-01,0
"Public financial corporate sector",2014-08-01,0
"Public financial corporate sector",2014-09-01,0
"Public financial corporate sector",2014-10-01,0
"Public financial corporate sector",2014-11-01,0
"Public financial corporate sector",2014-12-01,0
"Public financial corporate sector",2015-01-01,0
"Public financial corporate sector",2015-02-01,0
"Public financial corporate sector",2015-03-01,0
"Public financial corporate sector",2015-04-01,0
"Public financial corporate sector",2015-05-01,0
"Public financial corporate sector",2015-06-01,0
"Public financial corporate sector",2015-07-01,0
"Public financial corporate sector",2015-08-01,0
"Public financial corporate sector",2015-09-01,0
"Public financial corporate sector",2015-10-01,0
"Public financial corporate sector",2015-11-01,0
"Public financial corporate sector",2015-12-01,0
"Public financial corporate sector",2016-01-01,0
"Public financial corporate sector",2016-02-01,0
"Public financial corporate sector",2016-03-01,0
"Public financial corporate sector",2016-04-01,0
"Public financial corporate sector",2016-05-01,0
"Public financial corporate sector",2016-06-01,0
"Public financial corporate sector",2016-07-01,0
"Public financial corporate sector",2016-08-01,0
"Public financial corporate sector",2016-09-01,0
"Public financial corporate sector",2016-10-01,0
"Public financial corporate sector",2016-11-01,0
"Public financial corporate sector",2016-12-01,0
"Public financial corporate sector",2017-01-01,0
"Public financial corporate sector",2017-02-01,0
"Public financial corporate sector",2017-03-01,0
"Public financial corporate sector",2017-04-01,0
"Public financial corporate sector",2017-05-01,0
"Public financial corporate sector",2017-06-01,0
"Public financial corporate sector",2017-07-01,0
"Public financial corporate sector",2017-08-01,0
"Public financial corporate sector",2017-09-01,0
"Public financial corporate sector",2017-10-01,0
"Public financial corporate sector",2017-11-01,0
"Public financial corporate sector",2017-12-01,0
"Public financial corporate sector",2018-01-01,0
"Public financial corporate sector",2018-02-01,0
"Public financial corporate sector",2018-03-01,0
"Public financial corporate sector",2018-04-01,0
"Public financial corporate sector",2018-05-01,0
"Public financial corporate sector",2018-06-01,0
"Public financial corporate sector",2018-07-01,0
"Public financial corporate sector",2018-08-01,0
"Public financial corporate sector",2018-09-01,0
"Public financial corporate sector",2018-10-01,0
"Public financial corporate sector",2018-11-01,0
"Public financial corporate sector",2018-12-01,0
"Public financial corporate sector",2019-01-01,0
"Public financial corporate sector",2019-02-01,0
"Public financial corporate sector",2019-03-01,0
"Public financial corporate sector",2019-04-01,0
"Public financial corporate sector",2019-05-01,0
"Public financial corporate sector",2019-06-01,0
"Public financial corporate sector",2019-07-01,0
"Public financial corporate sector",2019-08-01,0
"Public financial corporate sector",2019-09-01,0
"Public financial corporate sector",2019-10-01,0
"Public financial corporate sector",2019-11-01,0
"Public financial corporate sector",2019-12-01,0
"Public financial corporate sector",2020-01-01,0
"Public financial corporate sector",2020-02-01,0
"Public financial corporate sector",2020-03-01,0
"Public financial corporate sector",2020-04-01,0
"Public financial corporate sector",2020-05-01,0
"Public financial corporate sector",2020-06-01,0
"Public financial corporate sector",2020-07-01,0
"Public financial corporate sector",2020-08-01,0
"Public financial corporate sector",2020-09-01,0
"Public financial corporate sector",2020-10-01,0
"Public financial corporate sector",2020-11-01,0
"Public financial corporate sector",2020-12-01,0
"Public financial corporate sector",2021-01-01,0
"Public financial corporate sector",2021-02-01,0
"Public financial corporate sector",2021-03-01,0
"Public financial corporate sector",2021-04-01,0
"Public financial corporate sector",2021-05-01,0
"Public financial corporate sector",2021-06-01,0
"Public financial corporate sector",2021-07-01,0
"Public financial corporate sector",2021-08-01,0
"Public financial corporate sector",2021-09-01,0
"Public financial corporate sector",2021-10-01,0
"Public financial corporate sector",2021-11-01,0
"Public financial corporate sector",2021-12-01,0
"Public financial corporate sector",2022-01-01,0
"Public financial corporate sector",2022-02-01,0
"Public financial corporate sector",2022-03-01,0
"Public financial corporate sector",2022-04-01,0
"Public financial corporate sector",2022-05-01,0
"Public financial corporate sector",2022-06-01,0
"Public financial corporate sector",2022-07-01,0
"Public financial corporate sector",2022-08-01,0
"Public financial corporate sector",2022-09-01,0
"Public financial corporate sector",2022-10-01,0
"Public financial corporate sector",2022-11-01,0
"Public financial corporate sector",2022-12-01,0
"Public financial corporate sector",2023-01-01,0
"Public financial corporate sector",2023-02-01,0
"Public financial corporate sector",2023-03-01,0
"Public financial corporate sector",2023-04-01,0
"Public financial corporate sector",2023-05-01,0
"Public financial corporate sector",2023-06-01,0
"Public financial corporate sector",2023-07-01,0
"Public financial corporate sector",2023-08-01,0
"Public non-financial corporate sector",2008-01-01,198885
"Public non-financial corporate sector",2008-02-01,212334
"Public non-financial corporate sector",2008-03-01,216827
"Public non-financial corporate sector",2008-04-01,208546
"Public non-financial corporate sector",2008-05-01,215132
"Public non-financial corporate sector",2008-06-01,194440
"Public non-financial corporate sector",2008-07-01,196673
"Public non-financial corporate sector",2008-08-01,190866
"Public non-financial corporate sector",2008-09-01,341246
"Public non-financial corporate sector",2008-10-01,354722
"Public non-financial corporate sector",2008-11-01,405376
"Public non-financial corporate sector",2008-12-01,418406
"Public non-financial corporate sector",2009-01-01,830815
"Public non-financial corporate sector",2009-02-01,443987
"Public non-financial corporate sector",2009-03-01,468216
"Public non-financial corporate sector",2009-04-01,484392
"Public non-financial corporate sector",2009-05-01,544581
"Public non-financial corporate sector",2009-06-01,541160
"Public non-financial corporate sector",2009-07-01,536212
"Public non-financial corporate sector",2009-08-01,541976
"Public non-financial corporate sector",2009-09-01,552875
"Public non-financial corporate sector",2009-10-01,567321
"Public non-financial corporate sector",2009-11-01,546318
"Public non-financial corporate sector",2009-12-01,555637
"Public non-financial corporate sector",2010-01-01,557889
"Public non-financial corporate sector",2010-02-01,559142
"Public non-financial corporate sector",2010-03-01,573753
"Public non-financial corporate sector",2010-04-01,577197
"Public non-financial corporate sector",2010-05-01,578801
"Public non-financial corporate sector",2010-06-01,580208
"Public non-financial corporate sector",2010-07-01,585016
"Public non-financial corporate sector",2010-08-01,584351
"Public non-financial corporate sector",2010-09-01,582064
"Public non-financial corporate sector",2010-10-01,591101
"Public non-financial corporate sector",2010-11-01,591715
"Public non-financial corporate sector",2010-12-01,596937
"Public non-financial corporate sector",2011-01-01,595514
"Public non-financial corporate sector",2011-02-01,586085
"Public non-financial corporate sector",2011-03-01,597278
"Public non-financial corporate sector",2011-04-01,583011
"Public non-financial corporate sector",2011-05-01,579032
"Public non-financial corporate sector",2011-06-01,659459
"Public non-financial corporate sector",2011-07-01,643807
"Public non-financial corporate sector",2011-08-01,639568
"Public non-financial corporate sector",2011-09-01,640855
"Public non-financial corporate sector",2011-10-01,635883
"Public non-financial corporate sector",2011-11-01,637789
"Public non-financial corporate sector",2011-12-01,639843
"Public non-financial corporate sector",2012-01-01,636513
"Public non-financial corporate sector",2012-02-01,631779
"Public non-financial corporate sector",2012-03-01,631859
"Public non-financial corporate sector",2012-04-01,631573
"Public non-financial corporate sector",2012-05-01,623768
"Public non-financial corporate sector",2012-06-01,619458
"Public non-financial corporate sector",2012-07-01,908049
"Public non-financial corporate sector",2012-08-01,910910
"Public non-financial corporate sector",2012-09-01,925544
"Public non-financial corporate sector",2012-10-01,1080096
"Public non-financial corporate sector",2012-11-01,1109734
"Public non-financial corporate sector",2012-12-01,1080093
"Public non-financial corporate sector",2013-01-01,920781
"Public non-financial corporate sector",2013-02-01,841586
"Public non-financial corporate sector",2013-03-01,867344
"Public non-financial corporate sector",2013-04-01,883095
"Public non-financial corporate sector",2013-05-01,734655
"Public non-financial corporate sector",2013-06-01,717960
"Public non-financial corporate sector",2013-07-01,412838
"Public non-financial corporate sector",2013-08-01,390369
"Public non-financial corporate sector",2013-09-01,229775
"Public non-financial corporate sector",2013-10-01,563703
"Public non-financial corporate sector",2013-11-01,578174
"Public non-financial corporate sector",2013-12-01,589675
"Public non-financial corporate sector",2014-01-01,593860
"Public non-financial corporate sector",2014-02-01,605240
"Public non-financial corporate sector",2014-03-01,553299
"Public non-financial corporate sector",2014-04-01,193699
"Public non-financial corporate sector",2014-05-01,527129
"Public non-financial corporate sector",2014-06-01,543602
"Public non-financial corporate sector",2014-07-01,586069
"Public non-financial corporate sector",2014-08-01,653280
"Public non-financial corporate sector",2014-09-01,700936
"Public non-financial corporate sector",2014-10-01,754480
"Public non-financial corporate sector",2014-11-01,735505
"Public non-financial corporate sector",2014-12-01,787204
"Public non-financial corporate sector",2015-01-01,796376
"Public non-financial corporate sector",2015-02-01,796370
"Public non-financial corporate sector",2015-03-01,1028099
"Public non-financial corporate sector",2015-04-01,1832944
"Public non-financial corporate sector",2015-05-01,1931367
"Public non-financial corporate sector",2015-06-01,2013773
"Public non-financial corporate sector",2015-07-01,2018731
"Public non-financial corporate sector",2015-08-01,2078910
"Public non-financial corporate sector",2015-09-01,2193964
"Public non-financial corporate sector",2015-10-01,1989810
"Public non-financial corporate sector",2015-11-01,1615245
"Public non-financial corporate sector",2015-12-01,1787226
"Public non-financial corporate sector",2016-01-01,1587226
"Public non-financial corporate sector",2016-02-01,1031917
"Public non-financial corporate sector",2016-03-01,1628493
"Public non-financial corporate sector",2016-04-01,957845
"Public non-financial corporate sector",2016-05-01,862127
"Public non-financial corporate sector",2016-06-01,670441
"Public non-financial corporate sector",2016-07-01,669576
"Public non-financial corporate sector",2016-08-01,677864
"Public non-financial corporate sector",2016-09-01,756412
"Public non-financial corporate sector",2016-10-01,745351
"Public non-financial corporate sector",2016-11-01,745351
"Public non-financial corporate sector",2016-12-01,772578
"Public non-financial corporate sector",2017-01-01,1634114
"Public non-financial corporate sector",2017-02-01,1608762
"Public non-financial corporate sector",2017-03-01,1620171
"Public non-financial corporate sector",2017-04-01,1627901
"Public non-financial corporate sector",2017-05-01,1376070
"Public non-financial corporate sector",2017-06-01,1696371
"Public non-financial corporate sector",2017-07-01,1696018
"Public non-financial corporate sector",2017-08-01,1694341
"Public non-financial corporate sector",2017-09-01,1642887
"Public non-financial corporate sector",2017-10-01,1655031
"Public non-financial corporate sector",2017-11-01,2045541
"Public non-financial corporate sector",2017-12-01,1813318
"Public non-financial corporate sector",2018-01-01,1827478
"Public non-financial corporate sector",2018-02-01,1963660
"Public non-financial corporate sector",2018-03-01,1707568
"Public non-financial corporate sector",2018-04-01,1461139
"Public non-financial corporate sector",2018-05-01,1721653
"Public non-financial corporate sector",2018-06-01,1724294
"Public non-financial corporate sector",2018-07-01,1899321
"Public non-financial corporate sector",2018-08-01,1902016
"Public non-financial corporate sector",2018-09-01,1902016
"Public non-financial corporate sector",2018-10-01,1792662
"Public non-financial corporate sector",2018-11-01,1795440
"Public non-financial corporate sector",2018-12-01,1798193
"Public non-financial corporate sector",2019-01-01,2134159
"Public non-financial corporate sector",2019-02-01,2137081
"Public non-financial corporate sector",2019-03-01,2139747
"Public non-financial corporate sector",2019-04-01,2149961
"Public non-financial corporate sector",2019-05-01,2154303
"Public non-financial corporate sector",2019-06-01,2157267
"Public non-financial corporate sector",2019-07-01,1205116
"Public non-financial corporate sector",2019-08-01,1348501
"Public non-financial corporate sector",2019-09-01,1710999
"Public non-financial corporate sector",2019-10-01,1812956
"Public non-financial corporate sector",2019-11-01,1325285
"Public non-financial corporate sector",2019-12-01,1312116
"Public non-financial corporate sector",2020-01-01,1312123
"Public non-financial corporate sector",2020-02-01,1312112
"Public non-financial corporate sector",2020-03-01,1331709
"Public non-financial corporate sector",2020-04-01,1417230
"Public non-financial corporate sector",2020-05-01,1415366
"Public non-financial corporate sector",2020-06-01,1421065
"Public non-financial corporate sector",2020-07-01,1414110
"Public non-financial corporate sector",2020-08-01,1416596
"Public non-financial corporate sector",2020-09-01,1416592
"Public non-financial corporate sector",2020-10-01,1314691
"Public non-financial corporate sector",2020-11-01,1314709
"Public non-financial corporate sector",2020-12-01,1314653
"Public non-financial corporate sector",2021-01-01,0
"Public non-financial corporate sector",2021-02-01,0
"Public non-financial corporate sector",2021-03-01,0
"Public non-financial corporate sector",2021-04-01,0
"Public non-financial corporate sector",2021-05-01,0
"Public non-financial corporate sector",2021-06-01,0
"Public non-financial corporate sector",2021-07-01,0
"Public non-financial corporate sector",2021-08-01,0
"Public non-financial corporate sector",2021-09-01,0
"Public non-financial corporate sector",2021-10-01,0
"Public non-financial corporate sector",2021-11-01,0
"Public non-financial corporate sector",2021-12-01,0
"Public non-financial corporate sector",2022-01-01,0
"Public non-financial corporate sector",2022-02-01,0
"Public non-financial corporate sector",2022-03-01,0
"Public non-financial corporate sector",2022-04-01,0
"Public non-financial corporate sector",2022-05-01,0
"Public non-financial corporate sector",2022-06-01,0
"Public non-financial corporate sector",2022-07-01,0
"Public non-financial corporate sector",2022-08-01,0
"Public non-financial corporate sector",2022-09-01,0
"Public non-financial corporate sector",2022-10-01,0
"Public non-financial corporate sector",2022-11-01,0
"Public non-financial corporate sector",2022-12-01,0
"Public non-financial corporate sector",2023-01-01,0
"Public non-financial corporate sector",2023-02-01,0
"Public non-financial corporate sector",2023-03-01,0
"Public non-financial corporate sector",2023-04-01,0
"Public non-financial corporate sector",2023-05-01,0
"Public non-financial corporate sector",2023-06-01,0
"Public non-financial corporate sector",2023-07-01,0
"Public non-financial corporate sector",2023-08-01,0
"Private financial corporate sector",2008-01-01,434573
"Private financial corporate sector",2008-02-01,441198
"Private financial corporate sector",2008-03-01,441634
"Private financial corporate sector",2008-04-01,465644
"Private financial corporate sector",2008-05-01,470320
"Private financial corporate sector",2008-06-01,418942
"Private financial corporate sector",2008-07-01,410572
"Private financial corporate sector",2008-08-01,402377
"Private financial corporate sector",2008-09-01,399239
"Private financial corporate sector",2008-10-01,395011
"Private financial corporate sector",2008-11-01,409219
"Private financial corporate sector",2008-12-01,407257
"Private financial corporate sector",2009-01-01,778435
"Private financial corporate sector",2009-02-01,425720
"Private financial corporate sector",2009-03-01,379169
"Private financial corporate sector",2009-04-01,379703
"Private financial corporate sector",2009-05-01,376756
"Private financial corporate sector",2009-06-01,376372
"Private financial corporate sector",2009-07-01,378574
"Private financial corporate sector",2009-08-01,375435
"Private financial corporate sector",2009-09-01,374421
"Private financial corporate sector",2009-10-01,371011
"Private financial corporate sector",2009-11-01,369250
"Private financial corporate sector",2009-12-01,384014
"Private financial corporate sector",2010-01-01,381286
"Private financial corporate sector",2010-02-01,377896
"Private financial corporate sector",2010-03-01,374873
"Private financial corporate sector",2010-04-01,373009
"Private financial corporate sector",2010-05-01,379279
"Private financial corporate sector",2010-06-01,376967
"Private financial corporate sector",2010-07-01,381334
"Private financial corporate sector",2010-08-01,395043
"Private financial corporate sector",2010-09-01,384137
"Private financial corporate sector",2010-10-01,385253
