"Series","Date","Value"
"Assets acquired or bought in to protect an advance or investment (total of items 273 to 275)",2020-07-01,43676
"Assets acquired or bought in to protect an advance or investment (total of items 273 to 275)",2020-08-01,43676
"Assets acquired or bought in to protect an advance or investment (total of items 273 to 275)",2020-09-01,43676
"Assets acquired or bought in to protect an advance or investment (total of items 273 to 275)",2020-10-01,32877
"Assets acquired or bought in to protect an advance or investment (total of items 273 to 275)",2020-11-01,32877
"Assets acquired or bought in to protect an advance or investment (total of items 273 to 275)",2020-12-01,135756
"Assets acquired or bought in to protect an advance or investment (total of items 273 to 275)",2021-01-01,135756
"Assets acquired or bought in to protect an advance or investment (total of items 273 to 275)",2021-02-01,135756
"Assets acquired or bought in to protect an advance or investment (total of items 273 to 275)",2021-03-01,93411
"Assets acquired or bought in to protect an advance or investment (total of items 273 to 275)",2021-04-01,93411
"Assets acquired or bought in to protect an advance or investment (total of items 273 to 275)",2021-05-01,94451
"Assets acquired or bought in to protect an advance or investment (total of items 273 to 275)",2021-06-01,92437
"Assets acquired or bought in to protect an advance or investment (total of items 273 to 275)",2021-07-01,81851
"Assets acquired or bought in to protect an advance or investment (total of items 273 to 275)",2021-08-01,81519
"Assets acquired or bought in to protect an advance or investment (total of items 273 to 275)",2021-09-01,50744
"Assets acquired or bought in to protect an advance or investment (total of items 273 to 275)",2021-10-01,50744
"Assets acquired or bought in to protect an advance or investment (total of items 273 to 275)",2021-11-01,41954
"Assets acquired or bought in to protect an advance or investment (total of items 273 to 275)",2021-12-01,57357
"Assets acquired or bought in to protect an advance or investment (total of items 273 to 275)",2022-01-01,57357
"Assets acquired or bought in to protect an advance or investment (total of items 273 to 275)",2022-02-01,57357
"Assets acquired or bought in to protect an advance or investment (total of items 273 to 275)",2022-03-01,33270
"Assets acquired or bought in to protect an advance or investment (total of items 273 to 275)",2022-04-01,32491
"Assets acquired or bought in to protect an advance or investment (total of items 273 to 275)",2022-05-01,30856
"Assets acquired or bought in to protect an advance or investment (total of items 273 to 275)",2022-06-01,104399
"Assets acquired or bought in to protect an advance or investment (total of items 273 to 275)",2022-07-01,104399
"Assets acquired or bought in to protect an advance or investment (total of items 273 to 275)",2022-08-01,104399
"Assets acquired or bought in to protect an advance or investment (total of items 273 to 275)",2022-09-01,104399
"Assets acquired or bought in to protect an advance or investment (total of items 273 to 275)",2022-10-01,104399
"Assets acquired or bought in to protect an advance or investment (total of items 273 to 275)",2022-11-01,104399
"Assets acquired or bought in to protect an advance or investment (total of items 273 to 275)",2022-12-01,89663
"Assets acquired or bought in to protect an advance or investment (total of items 273 to 275)",2023-01-01,84607
"Assets acquired or bought in to protect an advance or investment (total of items 273 to 275)",2023-02-01,84607
"Assets acquired or bought in to protect an advance or investment (total of items 273 to 275)",2023-03-01,84607
"Assets acquired or bought in to protect an advance or investment (total of items 273 to 275)",2023-04-01,84607
"Assets acquired or bought in to protect an advance or investment (total of items 273 to 275)",2023-05-01,79041
"Assets acquired or bought in to protect an advance or investment (total of items 273 to 275)",2023-06-01,76619
"Assets acquired or bought in to protect an advance or investment (total of items 273 to 275)",2023-07-01,76619
"Assets acquired or bought in to protect an advance or investment (total of items 273 to 275)",2023-08-01,75044
"Fixed property",2008-01-01,0
"Fixed property",2008-02-01,0
"Fixed property",2008-03-01,0
"Fixed property",2008-04-01,0
"Fixed property",2008-05-01,0
"Fixed property",2008-06-01,0
"Fixed property",2008-07-01,0
"Fixed property",2008-08-01,0
"Fixed property",2008-09-01,0
"Fixed property",2008-10-01,0
"Fixed property",2008-11-01,0
"Fixed property",2008-12-01,0
"Fixed property",2009-01-01,0
"Fixed property",2009-02-01,0
"Fixed property",2009-03-01,0
"Fixed property",2009-04-01,0
"Fixed property",2009-05-01,0
"Fixed property",2009-06-01,0
"Fixed property",2009-07-01,0
"Fixed property",2009-08-01,0
"Fixed property",2009-09-01,0
"Fixed property",2009-10-01,0
"Fixed property",2009-11-01,0
"Fixed property",2009-12-01,0
"Fixed property",2010-01-01,0
"Fixed property",2010-02-01,0
"Fixed property",2010-03-01,0
"Fixed property",2010-04-01,0
"Fixed property",2010-05-01,411293
"Fixed property",2010-06-01,358051
"Fixed property",2010-07-01,350663
"Fixed property",2010-08-01,345653
"Fixed property",2010-09-01,346109
"Fixed property",2010-10-01,435803
"Fixed property",2010-11-01,458351
"Fixed property",2010-12-01,449142
"Fixed property",2011-01-01,477795
"Fixed property",2011-02-01,569011
"Fixed property",2011-03-01,636349
"Fixed property",2011-04-01,681883
"Fixed property",2011-05-01,698466
"Fixed property",2011-06-01,732988
"Fixed property",2011-07-01,760252
"Fixed property",2011-08-01,782195
"Fixed property",2011-09-01,765827
"Fixed property",2011-10-01,741610
"Fixed property",2011-11-01,694127
"Fixed property",2011-12-01,816962
"Fixed property",2012-01-01,804546
"Fixed property",2012-02-01,803268
"Fixed property",2012-03-01,789602
"Fixed property",2012-04-01,766840
"Fixed property",2012-05-01,737245
"Fixed property",2012-06-01,692523
"Fixed property",2012-07-01,678091
"Fixed property",2012-08-01,619702
"Fixed property",2012-09-01,462746
"Fixed property",2012-10-01,425150
"Fixed property",2012-11-01,382855
"Fixed property",2012-12-01,342464
"Fixed property",2013-01-01,331438
"Fixed property",2013-02-01,285404
"Fixed property",2013-03-01,266027
"Fixed property",2013-04-01,228921
"Fixed property",2013-05-01,196347
"Fixed property",2013-06-01,177477
"Fixed property",2013-07-01,138199
"Fixed property",2013-08-01,109789
"Fixed property",2013-09-01,81238
"Fixed property",2013-10-01,45702
"Fixed property",2013-11-01,30822
"Fixed property",2013-12-01,16482
"Fixed property",2014-01-01,6448
"Fixed property",2014-02-01,0
"Fixed property",2014-03-01,0
"Fixed property",2014-04-01,49
"Fixed property",2014-05-01,0
"Fixed property",2014-06-01,339
"Fixed property",2014-07-01,676
"Fixed property",2014-08-01,1526
"Fixed property",2014-09-01,0
"Fixed property",2014-10-01,0
"Fixed property",2014-11-01,0
"Fixed property",2014-12-01,0
"Fixed property",2015-01-01,0
"Fixed property",2015-02-01,0
"Fixed property",2015-03-01,0
"Fixed property",2015-04-01,0
"Fixed property",2015-05-01,0
"Fixed property",2015-06-01,0
"Fixed property",2015-07-01,0
"Fixed property",2015-08-01,0
"Fixed property",2015-09-01,0
"Fixed property",2015-10-01,0
"Fixed property",2015-11-01,0
"Fixed property",2015-12-01,0
"Fixed property",2016-01-01,0
"Fixed property",2016-02-01,0
"Fixed property",2016-03-01,0
"Fixed property",2016-04-01,0
"Fixed property",2016-05-01,0
"Fixed property",2016-06-01,0
"Fixed property",2016-07-01,0
"Fixed property",2016-08-01,0
"Fixed property",2016-09-01,0
"Fixed property",2016-10-01,0
"Fixed property",2016-11-01,0
"Fixed property",2016-12-01,0
"Fixed property",2017-01-01,0
"Fixed property",2017-02-01,0
"Fixed property",2017-03-01,270
"Fixed property",2017-04-01,0
"Fixed property",2017-05-01,0
"Fixed property",2017-06-01,0
"Fixed property",2017-07-01,0
"Fixed property",2017-08-01,0
"Fixed property",2017-09-01,0
"Fixed property",2017-10-01,0
"Fixed property",2017-11-01,0
"Fixed property",2017-12-01,0
"Fixed property",2018-01-01,0
"Fixed property",2018-02-01,0
"Fixed property",2018-03-01,0
"Fixed property",2018-04-01,0
"Fixed property",2018-05-01,0
"Fixed property",2018-06-01,0
"Fixed property",2018-07-01,0
"Fixed property",2018-08-01,0
"Fixed property",2018-09-01,0
"Fixed property",2018-10-01,0
"Fixed property",2018-11-01,0
"Fixed property",2018-12-01,0
"Fixed property",2019-01-01,0
"Fixed property",2019-02-01,0
"Fixed property",2019-03-01,0
"Fixed property",2019-04-01,0
"Fixed property",2019-05-01,0
"Fixed property",2019-06-01,0
"Fixed property",2019-07-01,0
"Fixed property",2019-08-01,0
"Fixed property",2019-09-01,0
"Fixed property",2019-10-01,0
"Fixed property",2019-11-01,20968
"Fixed property",2019-12-01,0
"Fixed property",2020-01-01,23802
"Fixed property",2020-02-01,43676
"Fixed property",2020-03-01,43092
"Fixed property",2020-04-01,43676
"Fixed property",2020-05-01,43676
"Fixed property",2020-06-01,43676
"Fixed property",2020-07-01,43676
"Fixed property",2020-08-01,43676
"Fixed property",2020-09-01,43676
"Fixed property",2020-10-01,32877
"Fixed property",2020-11-01,32877
"Fixed property",2020-12-01,135756
"Fixed property",2021-01-01,135756
"Fixed property",2021-02-01,135756
"Fixed property",2021-03-01,93411
"Fixed property",2021-04-01,93411
"Fixed property",2021-05-01,94451
"Fixed property",2021-06-01,92437
"Fixed property",2021-07-01,81851
"Fixed property",2021-08-01,81519
"Fixed property",2021-09-01,50744
"Fixed property",2021-10-01,50744
"Fixed property",2021-11-01,41954
"Fixed property",2021-12-01,57357
"Fixed property",2022-01-01,56863
"Fixed property",2022-02-01,56863
"Fixed property",2022-03-01,32776
"Fixed property",2022-04-01,31997
"Fixed property",2022-05-01,30362
"Fixed property",2022-06-01,103905
"Fixed property",2022-07-01,103905
"Fixed property",2022-08-01,104399
"Fixed property",2022-09-01,104399
"Fixed property",2022-10-01,104399
"Fixed property",2022-11-01,104399
"Fixed property",2022-12-01,89663
"Fixed property",2023-01-01,84607
"Fixed property",2023-02-01,84607
"Fixed property",2023-03-01,84607
"Fixed property",2023-04-01,84607
"Fixed property",2023-05-01,79041
"Fixed property",2023-06-01,76619
"Fixed property",2023-07-01,76619
"Fixed property",2023-08-01,75044
"Shares",2008-01-01,0
"Shares",2008-02-01,0
"Shares",2008-03-01,0
"Shares",2008-04-01,0
"Shares",2008-05-01,0
"Shares",2008-06-01,0
"Shares",2008-07-01,0
"Shares",2008-08-01,0
"Shares",2008-09-01,0
"Shares",2008-10-01,0
"Shares",2008-11-01,0
"Shares",2008-12-01,0
"Shares",2009-01-01,0
"Shares",2009-02-01,0
"Shares",2009-03-01,0
"Shares",2009-04-01,0
"Shares",2009-05-01,0
"Shares",2009-06-01,0
"Shares",2009-07-01,0
"Shares",2009-08-01,0
"Shares",2009-09-01,0
"Shares",2009-10-01,0
"Shares",2009-11-01,0
"Shares",2009-12-01,0
"Shares",2010-01-01,0
"Shares",2010-02-01,0
"Shares",2010-03-01,0
"Shares",2010-04-01,0
"Shares",2010-05-01,0
"Shares",2010-06-01,0
"Shares",2010-07-01,0
"Shares",2010-08-01,0
"Shares",2010-09-01,0
"Shares",2010-10-01,0
"Shares",2010-11-01,0
"Shares",2010-12-01,0
"Shares",2011-01-01,0
"Shares",2011-02-01,0
"Shares",2011-03-01,0
"Shares",2011-04-01,0
"Shares",2011-05-01,0
"Shares",2011-06-01,0
"Shares",2011-07-01,0
"Shares",2011-08-01,0
"Shares",2011-09-01,0
"Shares",2011-10-01,0
"Shares",2011-11-01,0
"Shares",2011-12-01,0
"Shares",2012-01-01,0
"Shares",2012-02-01,0
"Shares",2012-03-01,0
"Shares",2012-04-01,0
"Shares",2012-05-01,0
"Shares",2012-06-01,0
"Shares",2012-07-01,0
"Shares",2012-08-01,0
"Shares",2012-09-01,0
"Shares",2012-10-01,0
"Shares",2012-11-01,0
"Shares",2012-12-01,0
"Shares",2013-01-01,0
"Shares",2013-02-01,0
"Shares",2013-03-01,0
"Shares",2013-04-01,0
"Shares",2013-05-01,0
"Shares",2013-06-01,0
"Shares",2013-07-01,0
"Shares",2013-08-01,0
"Shares",2013-09-01,0
"Shares",2013-10-01,0
"Shares",2013-11-01,0
"Shares",2013-12-01,0
"Shares",2014-01-01,0
"Shares",2014-02-01,0
"Shares",2014-03-01,0
"Shares",2014-04-01,0
"Shares",2014-05-01,0
"Shares",2014-06-01,0
"Shares",2014-07-01,0
"Shares",2014-08-01,0
"Shares",2014-09-01,0
"Shares",2014-10-01,0
"Shares",2014-11-01,0
"Shares",2014-12-01,0
"Shares",2015-01-01,0
"Shares",2015-02-01,0
"Shares",2015-03-01,0
"Shares",2015-04-01,0
"Shares",2015-05-01,0
"Shares",2015-06-01,0
"Shares",2015-07-01,0
"Shares",2015-08-01,0
"Shares",2015-09-01,0
"Shares",2015-10-01,0
"Shares",2015-11-01,0
"Shares",2015-12-01,0
"Shares",2016-01-01,0
"Shares",2016-02-01,0
"Shares",2016-03-01,0
"Shares",2016-04-01,0
"Shares",2016-05-01,0
"Shares",2016-06-01,0
"Shares",2016-07-01,0
"Shares",2016-08-01,0
"Shares",2016-09-01,0
"Shares",2016-10-01,0
"Shares",2016-11-01,0
"Shares",2016-12-01,0
"Shares",2017-01-01,0
"Shares",2017-02-01,0
"Shares",2017-03-01,0
"Shares",2017-04-01,0
"Shares",2017-05-01,0
"Shares",2017-06-01,0
"Shares",2017-07-01,0
"Shares",2017-08-01,0
"Shares",2017-09-01,0
"Shares",2017-10-01,0
"Shares",2017-11-01,0
"Shares",2017-12-01,0
"Shares",2018-01-01,0
"Shares",2018-02-01,0
"Shares",2018-03-01,0
"Shares",2018-04-01,0
"Shares",2018-05-01,0
"Shares",2018-06-01,0
"Shares",2018-07-01,0
"Shares",2018-08-01,0
"Shares",2018-09-01,0
"Shares",2018-10-01,0
"Shares",2018-11-01,0
"Shares",2018-12-01,0
"Shares",2019-01-01,0
"Shares",2019-02-01,0
"Shares",2019-03-01,0
"Shares",2019-04-01,0
"Shares",2019-05-01,0
"Shares",2019-06-01,0
"Shares",2019-07-01,0
"Shares",2019-08-01,0
"Shares",2019-09-01,0
"Shares",2019-10-01,0
"Shares",2019-11-01,0
"Shares",2019-12-01,0
"Shares",2020-01-01,0
"Shares",2020-02-01,0
"Shares",2020-03-01,0
"Shares",2020-04-01,0
"Shares",2020-05-01,0
"Shares",2020-06-01,0
"Shares",2020-07-01,0
"Shares",2020-08-01,0
"Shares",2020-09-01,0
"Shares",2020-10-01,0
"Shares",2020-11-01,0
"Shares",2020-12-01,0
"Shares",2021-01-01,0
"Shares",2021-02-01,0
"Shares",2021-03-01,0
"Shares",2021-04-01,0
"Shares",2021-05-01,0
"Shares",2021-06-01,0
"Shares",2021-07-01,0
"Shares",2021-08-01,0
"Shares",2021-09-01,0
"Shares",2021-10-01,0
"Shares",2021-11-01,0
"Shares",2021-12-01,0
"Shares",2022-01-01,494
"Shares",2022-02-01,494
"Shares",2022-03-01,494
"Shares",2022-04-01,494
"Shares",2022-05-01,494
"Shares",2022-06-01,494
"Shares",2022-07-01,494
"Shares",2022-08-01,0
"Shares",2022-09-01,0
"Shares",2022-10-01,0
"Shares",2022-11-01,0
"Shares",2022-12-01,0
"Shares",2023-01-01,0
"Shares",2023-02-01,0
"Shares",2023-03-01,0
"Shares",2023-04-01,0
"Shares",2023-05-01,0
"Shares",2023-06-01,0
"Shares",2023-07-01,0
"Shares",2023-08-01,0
"Vehicles and other assets",2008-01-01,0
"Vehicles and other assets",2008-02-01,0
"Vehicles and other assets",2008-03-01,0
"Vehicles and other assets",2008-04-01,0
"Vehicles and other assets",2008-05-01,0
"Vehicles and other assets",2008-06-01,0
"Vehicles and other assets",2008-07-01,0
"Vehicles and other assets",2008-08-01,0
"Vehicles and other assets",2008-09-01,0
"Vehicles and other assets",2008-10-01,0
"Vehicles and other assets",2008-11-01,0
"Vehicles and other assets",2008-12-01,0
"Vehicles and other assets",2009-01-01,0
"Vehicles and other assets",2009-02-01,0
"Vehicles and other assets",2009-03-01,0
"Vehicles and other assets",2009-04-01,0
"Vehicles and other assets",2009-05-01,0
"Vehicles and other assets",2009-06-01,0
"Vehicles and other assets",2009-07-01,0
"Vehicles and other assets",2009-08-01,0
"Vehicles and other assets",2009-09-01,0
"Vehicles and other assets",2009-10-01,0
"Vehicles and other assets",2009-11-01,0
"Vehicles and other assets",2009-12-01,0
"Vehicles and other assets",2010-01-01,0
"Vehicles and other assets",2010-02-01,0
"Vehicles and other assets",2010-03-01,0
"Vehicles and other assets",2010-04-01,0
"Vehicles and other assets",2010-05-01,0
"Vehicles and other assets",2010-06-01,0
"Vehicles and other assets",2010-07-01,0
"Vehicles and other assets",2010-08-01,0
"Vehicles and other assets",2010-09-01,0
"Vehicles and other assets",2010-10-01,0
"Vehicles and other assets",2010-11-01,0
"Vehicles and other assets",2010-12-01,0
"Vehicles and other assets",2011-01-01,0
"Vehicles and other assets",2011-02-01,0
"Vehicles and other assets",2011-03-01,0
"Vehicles and other assets",2011-04-01,0
"Vehicles and other assets",2011-05-01,0
"Vehicles and other assets",2011-06-01,0
"Vehicles and other assets",2011-07-01,0
"Vehicles and other assets",2011-08-01,0
"Vehicles and other assets",2011-09-01,0
"Vehicles and other assets",2011-10-01,0
"Vehicles and other assets",2011-11-01,0
"Vehicles and other assets",2011-12-01,0
"Vehicles and other assets",2012-01-01,0
"Vehicles and other assets",2012-02-01,0
"Vehicles and other assets",2012-03-01,0
"Vehicles and other assets",2012-04-01,0
"Vehicles and other assets",2012-05-01,0
"Vehicles and other assets",2012-06-01,0
"Vehicles and other assets",2012-07-01,0
"Vehicles and other assets",2012-08-01,0
"Vehicles and other assets",2012-09-01,0
"Vehicles and other assets",2012-10-01,0
"Vehicles and other assets",2012-11-01,0
"Vehicles and other assets",2012-12-01,0
"Vehicles and other assets",2013-01-01,0
"Vehicles and other assets",2013-02-01,0
"Vehicles and other assets",2013-03-01,0
"Vehicles and other assets",2013-04-01,0
"Vehicles and other assets",2013-05-01,0
"Vehicles and other assets",2013-06-01,0
"Vehicles and other assets",2013-07-01,0
"Vehicles and other assets",2013-08-01,0
"Vehicles and other assets",2013-09-01,0
"Vehicles and other assets",2013-10-01,0
"Vehicles and other assets",2013-11-01,0
"Vehicles and other assets",2013-12-01,0
"Vehicles and other assets",2014-01-01,0
"Vehicles and other assets",2014-02-01,0
"Vehicles and other assets",2014-03-01,0
"Vehicles and other assets",2014-04-01,0
"Vehicles and other assets",2014-05-01,0
"Vehicles and other assets",2014-06-01,0
"Vehicles and other assets",2014-07-01,0
"Vehicles and other assets",2014-08-01,0
"Vehicles and other assets",2014-09-01,0
"Vehicles and other assets",2014-10-01,0
"Vehicles and other assets",2014-11-01,0
"Vehicles and other assets",2014-12-01,0
"Vehicles and other assets",2015-01-01,0
"Vehicles and other assets",2015-02-01,0
"Vehicles and other assets",2015-03-01,0
"Vehicles and other assets",2015-04-01,0
"Vehicles and other assets",2015-05-01,0
"Vehicles and other assets",2015-06-01,0
"Vehicles and other assets",2015-07-01,0
"Vehicles and other assets",2015-08-01,0
"Vehicles and other assets",2015-09-01,0
"Vehicles and other assets",2015-10-01,0
"Vehicles and other assets",2015-11-01,0
"Vehicles and other assets",2015-12-01,0
"Vehicles and other assets",2016-01-01,0
"Vehicles and other assets",2016-02-01,0
"Vehicles and other assets",2016-03-01,0
"Vehicles and other assets",2016-04-01,0
"Vehicles and other assets",2016-05-01,0
"Vehicles and other assets",2016-06-01,0
"Vehicles and other assets",2016-07-01,0
"Vehicles and other assets",2016-08-01,0
"Vehicles and other assets",2016-09-01,0
"Vehicles and other assets",2016-10-01,0
"Vehicles and other assets",2016-11-01,0
"Vehicles and other assets",2016-12-01,0
"Vehicles and other assets",2017-01-01,0
"Vehicles and other assets",2017-02-01,0
"Vehicles and other assets",2017-03-01,0
"Vehicles and other assets",2017-04-01,0
"Vehicles and other assets",2017-05-01,0
"Vehicles and other assets",2017-06-01,0
"Vehicles and other assets",2017-07-01,0
"Vehicles and other assets",2017-08-01,0
"Vehicles and other assets",2017-09-01,0
"Vehicles and other assets",2017-10-01,0
"Vehicles and other assets",2017-11-01,0
"Vehicles and other assets",2017-12-01,0
"Vehicles and other assets",2018-01-01,0
"Vehicles and other assets",2018-02-01,0
"Vehicles and other assets",2018-03-01,0
"Vehicles and other assets",2018-04-01,0
"Vehicles and other assets",2018-05-01,0
"Vehicles and other assets",2018-06-01,0
"Vehicles and other assets",2018-07-01,0
"Vehicles and other assets",2018-08-01,0
"Vehicles and other assets",2018-09-01,0
"Vehicles and other assets",2018-10-01,0
"Vehicles and other assets",2018-11-01,0
"Vehicles and other assets",2018-12-01,0
"Vehicles and other assets",2019-01-01,0
"Vehicles and other assets",2019-02-01,0
"Vehicles and other assets",2019-03-01,0
"Vehicles and other assets",2019-04-01,0
"Vehicles and other assets",2019-05-01,0
"Vehicles and other assets",2019-06-01,0
"Vehicles and other assets",2019-07-01,0
"Vehicles and other assets",2019-08-01,0
"Vehicles and other assets",2019-09-01,20968
"Vehicles and other assets",2019-10-01,20968
"Vehicles and other assets",2019-11-01,0
"Vehicles and other assets",2019-12-01,0
"Vehicles and other assets",2020-01-01,0
"Vehicles and other assets",2020-02-01,0
"Vehicles and other assets",2020-03-01,0
"Vehicles and other assets",2020-04-01,0
"Vehicles and other assets",2020-05-01,0
"Vehicles and other assets",2020-06-01,0
"Vehicles and other assets",2020-07-01,0
"Vehicles and other assets",2020-08-01,0
"Vehicles and other assets",2020-09-01,0
"Vehicles and other assets",2020-10-01,0
"Vehicles and other assets",2020-11-01,0
"Vehicles and other assets",2020-12-01,0
"Vehicles and other assets",2021-01-01,0
"Vehicles and other assets",2021-02-01,0
"Vehicles and other assets",2021-03-01,0
"Vehicles and other assets",2021-04-01,0
"Vehicles and other assets",2021-05-01,0
"Vehicles and other assets",2021-06-01,0
"Vehicles and other assets",2021-07-01,0
"Vehicles and other assets",2021-08-01,0
"Vehicles and other assets",2021-09-01,0
"Vehicles and other assets",2021-10-01,0
"Vehicles and other assets",2021-11-01,0
"Vehicles and other assets",2021-12-01,0
"Vehicles and other assets",2022-01-01,0
"Vehicles and other assets",2022-02-01,0
"Vehicles and other assets",2022-03-01,0
"Vehicles and other assets",2022-04-01,0
"Vehicles and other assets",2022-05-01,0
"Vehicles and other assets",2022-06-01,0
"Vehicles and other assets",2022-07-01,0
"Vehicles and other assets",2022-08-01,0
"Vehicles and other assets",2022-09-01,0
"Vehicles and other assets",2022-10-01,0
"Vehicles and other assets",2022-11-01,0
"Vehicles and other assets",2022-12-01,0
"Vehicles and other assets",2023-01-01,0
"Vehicles and other assets",2023-02-01,0
"Vehicles and other assets",2023-03-01,0
"Vehicles and other assets",2023-04-01,0
"Vehicles and other assets",2023-05-01,0
"Vehicles and other assets",2023-06-01,0
"Vehicles and other assets",2023-07-01,0
"Vehicles and other assets",2023-08-01,0
"Other-2",2008-01-01,22179627
"Other-2",2008-02-01,12906485
"Other-2",2008-03-01,15168413
"Other-2",2008-04-01,15792966
"Other-2",2008-05-01,13346222
"Other-2",2008-06-01,21051801
"Other-2",2008-07-01,12482963
"Other-2",2008-08-01,7471156
"Other-2",2008-09-01,19344312
"Other-2",2008-10-01,18411029
"Other-2",2008-11-01,13694832
"Other-2",2008-12-01,2871767
"Other-2",2009-01-01,16195198
"Other-2",2009-02-01,10915367
"Other-2",2009-03-01,15516913
"Other-2",2009-04-01,9302643
"Other-2",2009-05-01,10178268
"Other-2",2009-06-01,11448492
"Other-2",2009-07-01,8201715
"Other-2",2009-08-01,11844156
"Other-2",2009-09-01,11740698
"Other-2",2009-10-01,8519837
"Other-2",2009-11-01,9577504
"Other-2",2009-12-01,7279906
"Other-2",2010-01-01,12078363
"Other-2",2010-02-01,11576856
"Other-2",2010-03-01,11352720
"Other-2",2010-04-01,11061482
"Other-2",2010-05-01,8189954
"Other-2",2010-06-01,9306932
"Other-2",2010-07-01,13564993
"Other-2",2010-08-01,10878323
"Other-2",2010-09-01,9361391
"Other-2",2010-10-01,10196887
"Other-2",2010-11-01,19456991
"Other-2",2010-12-01,10852409
"Other-2",2011-01-01,15485095
"Other-2",2011-02-01,9549987
"Other-2",2011-03-01,9998165
"Other-2",2011-04-01,8307140
"Other-2",2011-05-01,11918663
"Other-2",2011-06-01,11109277
"Other-2",2011-07-01,15449296
"Other-2",2011-08-01,14630663
"Other-2",2011-09-01,13103508
"Other-2",2011-10-01,13529189
"Other-2",2011-11-01,14346243
"Other-2",2011-12-01,9600890
"Other-2",2012-01-01,14789455
"Other-2",2012-02-01,12005023
"Other-2",2012-03-01,11670526
"Other-2",2012-04-01,14283967
"Other-2",2012-05-01,10303774
"Other-2",2012-06-01,11034391
"Other-2",2012-07-01,10993047
"Other-2",2012-08-01,8982733
"Other-2",2012-09-01,11473031
"Other-2",2012-10-01,8975832
"Other-2",2012-11-01,6862779
"Other-2",2012-12-01,5784246
"Other-2",2013-01-01,10038759
"Other-2",2013-02-01,10909262
"Other-2",2013-03-01,18170866
"Other-2",2013-04-01,15805925
"Other-2",2013-05-01,14640521
"Other-2",2013-06-01,9481844
"Other-2",2013-07-01,13137618
"Other-2",2013-08-01,9976364
"Other-2",2013-09-01,10778018
"Other-2",2013-10-01,7300059
"Other-2",2013-11-01,5901843
"Other-2",2013-12-01,4868598
"Other-2",2014-01-01,13376323
"Other-2",2014-02-01,14176882
"Other-2",2014-03-01,16315086
"Other-2",2014-04-01,8878288
"Other-2",2014-05-01,10084755
"Other-2",2014-06-01,6670915
"Other-2",2014-07-01,6391606
"Other-2",2014-08-01,9825687
"Other-2",2014-09-01,13584322
"Other-2",2014-10-01,16170396
"Other-2",2014-11-01,17421704
"Other-2",2014-12-01,4526502
"Other-2",2015-01-01,12816339
"Other-2",2015-02-01,12402455
"Other-2",2015-03-01,22506029
"Other-2",2015-04-01,16856790
"Other-2",2015-05-01,12953485
"Other-2",2015-06-01,19042121
"Other-2",2015-07-01,13434805
"Other-2",2015-08-01,15791827
"Other-2",2015-09-01,14769106
"Other-2",2015-10-01,12250040
"Other-2",2015-11-01,15243052
"Other-2",2015-12-01,10445014
"Other-2",2016-01-01,16069773
"Other-2",2016-02-01,16477703
"Other-2",2016-03-01,12950363
"Other-2",2016-04-01,14433726
"Other-2",2016-05-01,12836609
"Other-2",2016-06-01,15881171
"Other-2",2016-07-01,14839566
"Other-2",2016-08-01,22089528
"Other-2",2016-09-01,12326054
"Other-2",2016-10-01,10504194
"Other-2",2016-11-01,14644988
"Other-2",2016-12-01,7055861
"Other-2",2017-01-01,18177180
"Other-2",2017-02-01,21882586
"Other-2",2017-03-01,15089195
"Other-2",2017-04-01,19286938
"Other-2",2017-05-01,13861388
"Other-2",2017-06-01,16687096
"Other-2",2017-07-01,19276366
"Other-2",2017-08-01,13764399
"Other-2",2017-09-01,16700802
"Other-2",2017-10-01,31880587
"Other-2",2017-11-01,17764134
"Other-2",2017-12-01,12846749
"Other-2",2018-01-01,22540532
"Other-2",2018-02-01,36380809
"Other-2",2018-03-01,23714708
"Other-2",2018-04-01,23148067
"Other-2",2018-05-01,13030631
"Other-2",2018-06-01,18571513
"Other-2",2018-07-01,24685306
"Other-2",2018-08-01,14615068
"Other-2",2018-09-01,19109273
"Other-2",2018-10-01,37429686
"Other-2",2018-11-01,28855533
"Other-2",2018-12-01,17426459
"Other-2",2019-01-01,21262780
"Other-2",2019-02-01,27685337
"Other-2",2019-03-01,33063870
"Other-2",2019-04-01,36776842
"Other-2",2019-05-01,32716627
"Other-2",2019-06-01,33073711
"Other-2",2019-07-01,43663657
"Other-2",2019-08-01,32883471
"Other-2",2019-09-01,32247006
"Other-2",2019-10-01,32104846
"Other-2",2019-11-01,26464413
"Other-2",2019-12-01,20958909
"Other-2",2020-01-01,31130975
"Other-2",2020-02-01,33447193
"Other-2",2020-03-01,27912283
"Other-2",2020-04-01,21794130
"Other-2",2020-05-01,17126921
"Other-2",2020-06-01,14195741
"Other-2",2020-07-01,12619446
"Other-2",2020-08-01,12289640
"Other-2",2020-09-01,20777893
"Other-2",2020-10-01,16773683
"Other-2",2020-11-01,23230906
"Other-2",2020-12-01,13964964
"Other-2",2021-01-01,27349848
"Other-2",2021-02-01,31981313
"Other-2",2021-03-01,18495300
"Other-2",2021-04-01,22314549
"Other-2",2021-05-01,15605223
"Other-2",2021-06-01,19369007
"Other-2",2021-07-01,14016348
"Other-2",2021-08-01,19502125
"Other-2",2021-09-01,15792260
"Other-2",2021-10-01,29387006
"Other-2",2021-11-01,28701000
"Other-2",2021-12-01,10552845
"Other-2",2022-01-01,20324521
"Other-2",2022-02-01,30089525
