"Series","Date","Value"
"Household sector-3",2019-06-01,319470023
"Household sector-3",2019-07-01,320522762
"Household sector-3",2019-08-01,323209662
"Household sector-3",2019-09-01,324150335
"Household sector-3",2019-10-01,325683599
"Household sector-3",2019-11-01,327394911
"Household sector-3",2019-12-01,328487688
"Household sector-3",2020-01-01,329372701
"Household sector-3",2020-02-01,330877727
"Household sector-3",2020-03-01,330929139
"Household sector-3",2020-04-01,329503603
"Household sector-3",2020-05-01,328943551
"Household sector-3",2020-06-01,329537515
"Household sector-3",2020-07-01,330734174
"Household sector-3",2020-08-01,334090020
"Household sector-3",2020-09-01,337092772
"Household sector-3",2020-10-01,340402817
"Household sector-3",2020-11-01,343728233
"Household sector-3",2020-12-01,350449775
"Household sector-3",2021-01-01,352450599
"Household sector-3",2021-02-01,356418190
"Household sector-3",2021-03-01,359598544
"Household sector-3",2021-04-01,362421849
"Household sector-3",2021-05-01,365575072
"Household sector-3",2021-06-01,367461548
"Household sector-3",2021-07-01,369536198
"Household sector-3",2021-08-01,372519761
"Household sector-3",2021-09-01,375065353
"Household sector-3",2021-10-01,376762582
"Household sector-3",2021-11-01,379977710
"Household sector-3",2021-12-01,381922208
"Household sector-3",2022-01-01,383077699
"Household sector-3",2022-02-01,385568755
"Household sector-3",2022-03-01,387202909
"Household sector-3",2022-04-01,388572895
"Household sector-3",2022-05-01,390619736
"Household sector-3",2022-06-01,392485423
"Household sector-3",2022-07-01,394173095
"Household sector-3",2022-08-01,396916654
"Household sector-3",2022-09-01,398966098
"Household sector-3",2022-10-01,400512274
"Household sector-3",2022-11-01,403581895
"Household sector-3",2022-12-01,405004547
"Household sector-3",2023-01-01,406026598
"Household sector-3",2023-02-01,407959236
"Household sector-3",2023-03-01,408464473
"Household sector-3",2023-04-01,408740632
"Household sector-3",2023-05-01,409227365
"Household sector-3",2023-06-01,409817224
"Household sector-3",2023-07-01,410131864
"Household sector-3",2023-08-01,410465010
"Otherb-3",2008-01-01,7255
"Otherb-3",2008-02-01,7255
"Otherb-3",2008-03-01,7255
"Otherb-3",2008-04-01,7255
"Otherb-3",2008-05-01,7255
"Otherb-3",2008-06-01,7255
"Otherb-3",2008-07-01,7255
"Otherb-3",2008-08-01,7255
"Otherb-3",2008-09-01,7255
"Otherb-3",2008-10-01,7255
"Otherb-3",2008-11-01,8739
"Otherb-3",2008-12-01,7255
"Otherb-3",2009-01-01,7255
"Otherb-3",2009-02-01,7255
"Otherb-3",2009-03-01,7255
"Otherb-3",2009-04-01,7440
"Otherb-3",2009-05-01,5957
"Otherb-3",2009-06-01,7440
"Otherb-3",2009-07-01,7440
"Otherb-3",2009-08-01,7440
"Otherb-3",2009-09-01,7440
"Otherb-3",2009-10-01,7440
"Otherb-3",2009-11-01,7440
"Otherb-3",2009-12-01,0
"Otherb-3",2010-01-01,0
"Otherb-3",2010-02-01,0
"Otherb-3",2010-03-01,0
"Otherb-3",2010-04-01,0
"Otherb-3",2010-05-01,0
"Otherb-3",2010-06-01,2008
"Otherb-3",2010-07-01,2008
"Otherb-3",2010-08-01,2008
"Otherb-3",2010-09-01,0
"Otherb-3",2010-10-01,0
"Otherb-3",2010-11-01,0
"Otherb-3",2010-12-01,0
"Otherb-3",2011-01-01,0
"Otherb-3",2011-02-01,0
"Otherb-3",2011-03-01,0
"Otherb-3",2011-04-01,0
"Otherb-3",2011-05-01,0
"Otherb-3",2011-06-01,0
"Otherb-3",2011-07-01,0
"Otherb-3",2011-08-01,0
"Otherb-3",2011-09-01,0
"Otherb-3",2011-10-01,1185
"Otherb-3",2011-11-01,1179
"Otherb-3",2011-12-01,1216
"Otherb-3",2012-01-01,1311
"Otherb-3",2012-02-01,1204
"Otherb-3",2012-03-01,1267
"Otherb-3",2012-04-01,1329
"Otherb-3",2012-05-01,1313
"Otherb-3",2012-06-01,1314
"Otherb-3",2012-07-01,1340
"Otherb-3",2012-08-01,1361
"Otherb-3",2012-09-01,1356
"Otherb-3",2012-10-01,1357
"Otherb-3",2012-11-01,1340
"Otherb-3",2012-12-01,1329
"Otherb-3",2013-01-01,1331
"Otherb-3",2013-02-01,1344
"Otherb-3",2013-03-01,1346
"Otherb-3",2013-04-01,1302
"Otherb-3",2013-05-01,1339
"Otherb-3",2013-06-01,1344
"Otherb-3",2013-07-01,1374
"Otherb-3",2013-08-01,1365
"Otherb-3",2013-09-01,1384
"Otherb-3",2013-10-01,1379
"Otherb-3",2013-11-01,1276
"Otherb-3",2013-12-01,1242
"Otherb-3",2014-01-01,1322
"Otherb-3",2014-02-01,1327
"Otherb-3",2014-03-01,1368
"Otherb-3",2014-04-01,1343
"Otherb-3",2014-05-01,1346
"Otherb-3",2014-06-01,1372
"Otherb-3",2014-07-01,1341
"Otherb-3",2014-08-01,1348
"Otherb-3",2014-09-01,1363
"Otherb-3",2014-10-01,1366
"Otherb-3",2014-11-01,1381
"Otherb-3",2014-12-01,1344
"Otherb-3",2015-01-01,1345
"Otherb-3",2015-02-01,1021
"Otherb-3",2015-03-01,0
"Otherb-3",2015-04-01,0
"Otherb-3",2015-05-01,0
"Otherb-3",2015-06-01,0
"Otherb-3",2015-07-01,0
"Otherb-3",2015-08-01,0
"Otherb-3",2015-09-01,0
"Otherb-3",2015-10-01,0
"Otherb-3",2015-11-01,0
"Otherb-3",2015-12-01,0
"Otherb-3",2016-01-01,0
"Otherb-3",2016-02-01,0
"Otherb-3",2016-03-01,0
"Otherb-3",2016-04-01,0
"Otherb-3",2016-05-01,0
"Otherb-3",2016-06-01,0
"Otherb-3",2016-07-01,0
"Otherb-3",2016-08-01,0
"Otherb-3",2016-09-01,0
"Otherb-3",2016-10-01,0
"Otherb-3",2016-11-01,0
"Otherb-3",2016-12-01,0
"Otherb-3",2017-01-01,0
"Otherb-3",2017-02-01,0
"Otherb-3",2017-03-01,0
"Otherb-3",2017-04-01,0
"Otherb-3",2017-05-01,0
"Otherb-3",2017-06-01,561287
"Otherb-3",2017-07-01,560983
"Otherb-3",2017-08-01,70854
"Otherb-3",2017-09-01,67468
"Otherb-3",2017-10-01,67201
"Otherb-3",2017-11-01,134918
"Otherb-3",2017-12-01,139036
"Otherb-3",2018-01-01,20672
"Otherb-3",2018-02-01,62939
"Otherb-3",2018-03-01,62940
"Otherb-3",2018-04-01,58760
"Otherb-3",2018-05-01,74733
"Otherb-3",2018-06-01,44150
"Otherb-3",2018-07-01,44151
"Otherb-3",2018-08-01,44204
"Otherb-3",2018-09-01,43920
"Otherb-3",2018-10-01,43033
"Otherb-3",2018-11-01,38243
"Otherb-3",2018-12-01,45727
"Otherb-3",2019-01-01,44615
"Otherb-3",2019-02-01,44392
"Otherb-3",2019-03-01,44227
"Otherb-3",2019-04-01,41549
"Otherb-3",2019-05-01,37814
"Otherb-3",2019-06-01,38513
"Otherb-3",2019-07-01,33454
"Otherb-3",2019-08-01,24588
"Otherb-3",2019-09-01,24681
"Otherb-3",2019-10-01,42736
"Otherb-3",2019-11-01,45705
"Otherb-3",2019-12-01,49586
"Otherb-3",2020-01-01,49586
"Otherb-3",2020-02-01,45370
"Otherb-3",2020-03-01,45370
"Otherb-3",2020-04-01,39857
"Otherb-3",2020-05-01,111486
"Otherb-3",2020-06-01,0
"Otherb-3",2020-07-01,0
"Otherb-3",2020-08-01,0
"Otherb-3",2020-09-01,65835
"Otherb-3",2020-10-01,73998
"Otherb-3",2020-11-01,80546
"Otherb-3",2020-12-01,79791
"Otherb-3",2021-01-01,87438
"Otherb-3",2021-02-01,95019
"Otherb-3",2021-03-01,97376
"Otherb-3",2021-04-01,96834
"Otherb-3",2021-05-01,96834
"Otherb-3",2021-06-01,97827
"Otherb-3",2021-07-01,97481
"Otherb-3",2021-08-01,97480
"Otherb-3",2021-09-01,87866
"Otherb-3",2021-10-01,87913
"Otherb-3",2021-11-01,87913
"Otherb-3",2021-12-01,136148
"Otherb-3",2022-01-01,135444
"Otherb-3",2022-02-01,107044
"Otherb-3",2022-03-01,106468
"Otherb-3",2022-04-01,98768
"Otherb-3",2022-05-01,98767
"Otherb-3",2022-06-01,98767
"Otherb-3",2022-07-01,98768
"Otherb-3",2022-08-01,90769
"Otherb-3",2022-09-01,90769
"Otherb-3",2022-10-01,79682
"Otherb-3",2022-11-01,60789
"Otherb-3",2022-12-01,62145
"Otherb-3",2023-01-01,72301
"Otherb-3",2023-02-01,77929
"Otherb-3",2023-03-01,77929
"Otherb-3",2023-04-01,74047
"Otherb-3",2023-05-01,65177
"Otherb-3",2023-06-01,56308
"Otherb-3",2023-07-01,57611
"Otherb-3",2023-08-01,58915
"Commercial and other mortgage advances: (total of items 160 to 165)",2008-01-01,22872222
"Commercial and other mortgage advances: (total of items 160 to 165)",2008-02-01,23864120
"Commercial and other mortgage advances: (total of items 160 to 165)",2008-03-01,24983549
"Commercial and other mortgage advances: (total of items 160 to 165)",2008-04-01,25854210
"Commercial and other mortgage advances: (total of items 160 to 165)",2008-05-01,27064837
"Commercial and other mortgage advances: (total of items 160 to 165)",2008-06-01,27432929
"Commercial and other mortgage advances: (total of items 160 to 165)",2008-07-01,30017192
"Commercial and other mortgage advances: (total of items 160 to 165)",2008-08-01,30435201
"Commercial and other mortgage advances: (total of items 160 to 165)",2008-09-01,31267446
"Commercial and other mortgage advances: (total of items 160 to 165)",2008-10-01,31822624
"Commercial and other mortgage advances: (total of items 160 to 165)",2008-11-01,35187972
"Commercial and other mortgage advances: (total of items 160 to 165)",2008-12-01,33150229
"Commercial and other mortgage advances: (total of items 160 to 165)",2009-01-01,31400721
"Commercial and other mortgage advances: (total of items 160 to 165)",2009-02-01,33507278
"Commercial and other mortgage advances: (total of items 160 to 165)",2009-03-01,33026535
"Commercial and other mortgage advances: (total of items 160 to 165)",2009-04-01,33186638
"Commercial and other mortgage advances: (total of items 160 to 165)",2009-05-01,33496332
"Commercial and other mortgage advances: (total of items 160 to 165)",2009-06-01,33479157
"Commercial and other mortgage advances: (total of items 160 to 165)",2009-07-01,31907352
"Commercial and other mortgage advances: (total of items 160 to 165)",2009-08-01,31964926
"Commercial and other mortgage advances: (total of items 160 to 165)",2009-09-01,32332469
"Commercial and other mortgage advances: (total of items 160 to 165)",2009-10-01,32670813
"Commercial and other mortgage advances: (total of items 160 to 165)",2009-11-01,33251113
"Commercial and other mortgage advances: (total of items 160 to 165)",2009-12-01,32578423
"Commercial and other mortgage advances: (total of items 160 to 165)",2010-01-01,32499877
"Commercial and other mortgage advances: (total of items 160 to 165)",2010-02-01,33215847
"Commercial and other mortgage advances: (total of items 160 to 165)",2010-03-01,34022488
"Commercial and other mortgage advances: (total of items 160 to 165)",2010-04-01,33890279
"Commercial and other mortgage advances: (total of items 160 to 165)",2010-05-01,33970533
"Commercial and other mortgage advances: (total of items 160 to 165)",2010-06-01,33212103
"Commercial and other mortgage advances: (total of items 160 to 165)",2010-07-01,33843084
"Commercial and other mortgage advances: (total of items 160 to 165)",2010-08-01,34686455
"Commercial and other mortgage advances: (total of items 160 to 165)",2010-09-01,35391888
"Commercial and other mortgage advances: (total of items 160 to 165)",2010-10-01,35645394
"Commercial and other mortgage advances: (total of items 160 to 165)",2010-11-01,35898108
"Commercial and other mortgage advances: (total of items 160 to 165)",2010-12-01,35683745
"Commercial and other mortgage advances: (total of items 160 to 165)",2011-01-01,36095656
"Commercial and other mortgage advances: (total of items 160 to 165)",2011-02-01,36034463
"Commercial and other mortgage advances: (total of items 160 to 165)",2011-03-01,34358067
"Commercial and other mortgage advances: (total of items 160 to 165)",2011-04-01,35778801
"Commercial and other mortgage advances: (total of items 160 to 165)",2011-05-01,38002556
"Commercial and other mortgage advances: (total of items 160 to 165)",2011-06-01,41323913
"Commercial and other mortgage advances: (total of items 160 to 165)",2011-07-01,40576222
"Commercial and other mortgage advances: (total of items 160 to 165)",2011-08-01,40774832
"Commercial and other mortgage advances: (total of items 160 to 165)",2011-09-01,42621283
"Commercial and other mortgage advances: (total of items 160 to 165)",2011-10-01,42642521
"Commercial and other mortgage advances: (total of items 160 to 165)",2011-11-01,42632539
"Commercial and other mortgage advances: (total of items 160 to 165)",2011-12-01,43839132
"Commercial and other mortgage advances: (total of items 160 to 165)",2012-01-01,43556710
"Commercial and other mortgage advances: (total of items 160 to 165)",2012-02-01,43589466
"Commercial and other mortgage advances: (total of items 160 to 165)",2012-03-01,43237451
"Commercial and other mortgage advances: (total of items 160 to 165)",2012-04-01,42961113
"Commercial and other mortgage advances: (total of items 160 to 165)",2012-05-01,44679043
"Commercial and other mortgage advances: (total of items 160 to 165)",2012-06-01,45402574
"Commercial and other mortgage advances: (total of items 160 to 165)",2012-07-01,43558114
"Commercial and other mortgage advances: (total of items 160 to 165)",2012-08-01,44006053
"Commercial and other mortgage advances: (total of items 160 to 165)",2012-09-01,44439626
"Commercial and other mortgage advances: (total of items 160 to 165)",2012-10-01,43820506
"Commercial and other mortgage advances: (total of items 160 to 165)",2012-11-01,44830494
"Commercial and other mortgage advances: (total of items 160 to 165)",2012-12-01,44781138
"Commercial and other mortgage advances: (total of items 160 to 165)",2013-01-01,44690860
"Commercial and other mortgage advances: (total of items 160 to 165)",2013-02-01,45219993
"Commercial and other mortgage advances: (total of items 160 to 165)",2013-03-01,46139643
"Commercial and other mortgage advances: (total of items 160 to 165)",2013-04-01,45235736
"Commercial and other mortgage advances: (total of items 160 to 165)",2013-05-01,45355917
"Commercial and other mortgage advances: (total of items 160 to 165)",2013-06-01,46701607
"Commercial and other mortgage advances: (total of items 160 to 165)",2013-07-01,46855544
"Commercial and other mortgage advances: (total of items 160 to 165)",2013-08-01,47205472
"Commercial and other mortgage advances: (total of items 160 to 165)",2013-09-01,47722568
"Commercial and other mortgage advances: (total of items 160 to 165)",2013-10-01,48764362
"Commercial and other mortgage advances: (total of items 160 to 165)",2013-11-01,48624361
"Commercial and other mortgage advances: (total of items 160 to 165)",2013-12-01,49024702
"Commercial and other mortgage advances: (total of items 160 to 165)",2014-01-01,48518681
"Commercial and other mortgage advances: (total of items 160 to 165)",2014-02-01,47862722
"Commercial and other mortgage advances: (total of items 160 to 165)",2014-03-01,49838682
"Commercial and other mortgage advances: (total of items 160 to 165)",2014-04-01,51084288
"Commercial and other mortgage advances: (total of items 160 to 165)",2014-05-01,52116032
"Commercial and other mortgage advances: (total of items 160 to 165)",2014-06-01,53241174
"Commercial and other mortgage advances: (total of items 160 to 165)",2014-07-01,53254569
"Commercial and other mortgage advances: (total of items 160 to 165)",2014-08-01,51964052
"Commercial and other mortgage advances: (total of items 160 to 165)",2014-09-01,52793142
"Commercial and other mortgage advances: (total of items 160 to 165)",2014-10-01,55173582
"Commercial and other mortgage advances: (total of items 160 to 165)",2014-11-01,54708724
"Commercial and other mortgage advances: (total of items 160 to 165)",2014-12-01,57131580
"Commercial and other mortgage advances: (total of items 160 to 165)",2015-01-01,57320049
"Commercial and other mortgage advances: (total of items 160 to 165)",2015-02-01,58458442
"Commercial and other mortgage advances: (total of items 160 to 165)",2015-03-01,59939814
"Commercial and other mortgage advances: (total of items 160 to 165)",2015-04-01,60882813
"Commercial and other mortgage advances: (total of items 160 to 165)",2015-05-01,62179176
"Commercial and other mortgage advances: (total of items 160 to 165)",2015-06-01,62302765
"Commercial and other mortgage advances: (total of items 160 to 165)",2015-07-01,64058098
"Commercial and other mortgage advances: (total of items 160 to 165)",2015-08-01,63484434
"Commercial and other mortgage advances: (total of items 160 to 165)",2015-09-01,64883349
"Commercial and other mortgage advances: (total of items 160 to 165)",2015-10-01,64834876
"Commercial and other mortgage advances: (total of items 160 to 165)",2015-11-01,65069124
"Commercial and other mortgage advances: (total of items 160 to 165)",2015-12-01,65435280
"Commercial and other mortgage advances: (total of items 160 to 165)",2016-01-01,65567837
"Commercial and other mortgage advances: (total of items 160 to 165)",2016-02-01,66897606
"Commercial and other mortgage advances: (total of items 160 to 165)",2016-03-01,69384048
"Commercial and other mortgage advances: (total of items 160 to 165)",2016-04-01,71898904
"Commercial and other mortgage advances: (total of items 160 to 165)",2016-05-01,72705929
"Commercial and other mortgage advances: (total of items 160 to 165)",2016-06-01,73423801
"Commercial and other mortgage advances: (total of items 160 to 165)",2016-07-01,72733006
"Commercial and other mortgage advances: (total of items 160 to 165)",2016-08-01,71818935
"Commercial and other mortgage advances: (total of items 160 to 165)",2016-09-01,73548866
"Commercial and other mortgage advances: (total of items 160 to 165)",2016-10-01,73798394
"Commercial and other mortgage advances: (total of items 160 to 165)",2016-11-01,74516965
"Commercial and other mortgage advances: (total of items 160 to 165)",2016-12-01,75267739
"Commercial and other mortgage advances: (total of items 160 to 165)",2017-01-01,74721054
"Commercial and other mortgage advances: (total of items 160 to 165)",2017-02-01,71712260
"Commercial and other mortgage advances: (total of items 160 to 165)",2017-03-01,73813093
"Commercial and other mortgage advances: (total of items 160 to 165)",2017-04-01,73192233
"Commercial and other mortgage advances: (total of items 160 to 165)",2017-05-01,76713558
"Commercial and other mortgage advances: (total of items 160 to 165)",2017-06-01,77311237
"Commercial and other mortgage advances: (total of items 160 to 165)",2017-07-01,77378854
"Commercial and other mortgage advances: (total of items 160 to 165)",2017-08-01,77862408
"Commercial and other mortgage advances: (total of items 160 to 165)",2017-09-01,79112632
"Commercial and other mortgage advances: (total of items 160 to 165)",2017-10-01,78347406
"Commercial and other mortgage advances: (total of items 160 to 165)",2017-11-01,78081817
"Commercial and other mortgage advances: (total of items 160 to 165)",2017-12-01,73740841
"Commercial and other mortgage advances: (total of items 160 to 165)",2018-01-01,74468404
"Commercial and other mortgage advances: (total of items 160 to 165)",2018-02-01,73992242
"Commercial and other mortgage advances: (total of items 160 to 165)",2018-03-01,75440741
"Commercial and other mortgage advances: (total of items 160 to 165)",2018-04-01,75854786
"Commercial and other mortgage advances: (total of items 160 to 165)",2018-05-01,75335093
"Commercial and other mortgage advances: (total of items 160 to 165)",2018-06-01,76000727
"Commercial and other mortgage advances: (total of items 160 to 165)",2018-07-01,75841208
"Commercial and other mortgage advances: (total of items 160 to 165)",2018-08-01,70810248
"Commercial and other mortgage advances: (total of items 160 to 165)",2018-09-01,71548529
"Commercial and other mortgage advances: (total of items 160 to 165)",2018-10-01,71217352
"Commercial and other mortgage advances: (total of items 160 to 165)",2018-11-01,71383078
"Commercial and other mortgage advances: (total of items 160 to 165)",2018-12-01,71581047
"Commercial and other mortgage advances: (total of items 160 to 165)",2019-01-01,71902811
"Commercial and other mortgage advances: (total of items 160 to 165)",2019-02-01,71090747
"Commercial and other mortgage advances: (total of items 160 to 165)",2019-03-01,71198119
"Commercial and other mortgage advances: (total of items 160 to 165)",2019-04-01,71279619
"Commercial and other mortgage advances: (total of items 160 to 165)",2019-05-01,70295889
"Commercial and other mortgage advances: (total of items 160 to 165)",2019-06-01,71618098
"Commercial and other mortgage advances: (total of items 160 to 165)",2019-07-01,73252233
"Commercial and other mortgage advances: (total of items 160 to 165)",2019-08-01,73591076
"Commercial and other mortgage advances: (total of items 160 to 165)",2019-09-01,74638096
"Commercial and other mortgage advances: (total of items 160 to 165)",2019-10-01,74578142
"Commercial and other mortgage advances: (total of items 160 to 165)",2019-11-01,75913314
"Commercial and other mortgage advances: (total of items 160 to 165)",2019-12-01,76937052
"Commercial and other mortgage advances: (total of items 160 to 165)",2020-01-01,74762765
"Commercial and other mortgage advances: (total of items 160 to 165)",2020-02-01,76632667
"Commercial and other mortgage advances: (total of items 160 to 165)",2020-03-01,78210171
"Commercial and other mortgage advances: (total of items 160 to 165)",2020-04-01,79422122
"Commercial and other mortgage advances: (total of items 160 to 165)",2020-05-01,78267178
"Commercial and other mortgage advances: (total of items 160 to 165)",2020-06-01,78909659
"Commercial and other mortgage advances: (total of items 160 to 165)",2020-07-01,80355318
"Commercial and other mortgage advances: (total of items 160 to 165)",2020-08-01,80714077
"Commercial and other mortgage advances: (total of items 160 to 165)",2020-09-01,79635721
"Commercial and other mortgage advances: (total of items 160 to 165)",2020-10-01,80858508
"Commercial and other mortgage advances: (total of items 160 to 165)",2020-11-01,81244332
"Commercial and other mortgage advances: (total of items 160 to 165)",2020-12-01,80925796
"Commercial and other mortgage advances: (total of items 160 to 165)",2021-01-01,80844085
"Commercial and other mortgage advances: (total of items 160 to 165)",2021-02-01,79267029
"Commercial and other mortgage advances: (total of items 160 to 165)",2021-03-01,78356057
"Commercial and other mortgage advances: (total of items 160 to 165)",2021-04-01,78895172
"Commercial and other mortgage advances: (total of items 160 to 165)",2021-05-01,77228829
"Commercial and other mortgage advances: (total of items 160 to 165)",2021-06-01,79504672
"Commercial and other mortgage advances: (total of items 160 to 165)",2021-07-01,80535627
"Commercial and other mortgage advances: (total of items 160 to 165)",2021-08-01,80202944
"Commercial and other mortgage advances: (total of items 160 to 165)",2021-09-01,81588971
"Commercial and other mortgage advances: (total of items 160 to 165)",2021-10-01,80701814
"Commercial and other mortgage advances: (total of items 160 to 165)",2021-11-01,80414787
"Commercial and other mortgage advances: (total of items 160 to 165)",2021-12-01,81630376
"Commercial and other mortgage advances: (total of items 160 to 165)",2022-01-01,78738789
"Commercial and other mortgage advances: (total of items 160 to 165)",2022-02-01,77829471
"Commercial and other mortgage advances: (total of items 160 to 165)",2022-03-01,80017880
"Commercial and other mortgage advances: (total of items 160 to 165)",2022-04-01,80398952
"Commercial and other mortgage advances: (total of items 160 to 165)",2022-05-01,82017827
"Commercial and other mortgage advances: (total of items 160 to 165)",2022-06-01,83144385
"Commercial and other mortgage advances: (total of items 160 to 165)",2022-07-01,82663012
"Commercial and other mortgage advances: (total of items 160 to 165)",2022-08-01,87942974
"Commercial and other mortgage advances: (total of items 160 to 165)",2022-09-01,89355945
"Commercial and other mortgage advances: (total of items 160 to 165)",2022-10-01,90197746
"Commercial and other mortgage advances: (total of items 160 to 165)",2022-11-01,92538646
"Commercial and other mortgage advances: (total of items 160 to 165)",2022-12-01,93393284
"Commercial and other mortgage advances: (total of items 160 to 165)",2023-01-01,92131369
"Commercial and other mortgage advances: (total of items 160 to 165)",2023-02-01,92639337
"Commercial and other mortgage advances: (total of items 160 to 165)",2023-03-01,90731078
"Commercial and other mortgage advances: (total of items 160 to 165)",2023-04-01,91631563
"Commercial and other mortgage advances: (total of items 160 to 165)",2023-05-01,91488091
"Commercial and other mortgage advances: (total of items 160 to 165)",2023-06-01,90248681
"Commercial and other mortgage advances: (total of items 160 to 165)",2023-07-01,89895969
"Commercial and other mortgage advances: (total of items 160 to 165)",2023-08-01,89590946
"Public financial corporate sector",2008-01-01,126240
"Public financial corporate sector",2008-02-01,126240
"Public financial corporate sector",2008-03-01,126240
"Public financial corporate sector",2008-04-01,126240
"Public financial corporate sector",2008-05-01,116163
"Public financial corporate sector",2008-06-01,116163
"Public financial corporate sector",2008-07-01,116163
"Public financial corporate sector",2008-08-01,116163
"Public financial corporate sector",2008-09-01,116331
"Public financial corporate sector",2008-10-01,116331
"Public financial corporate sector",2008-11-01,116331
"Public financial corporate sector",2008-12-01,116331
"Public financial corporate sector",2009-01-01,116331
"Public financial corporate sector",2009-02-01,116331
"Public financial corporate sector",2009-03-01,116331
"Public financial corporate sector",2009-04-01,116331
"Public financial corporate sector",2009-05-01,116331
"Public financial corporate sector",2009-06-01,116331
"Public financial corporate sector",2009-07-01,116331
"Public financial corporate sector",2009-08-01,116331
"Public financial corporate sector",2009-09-01,116331
"Public financial corporate sector",2009-10-01,116331
"Public financial corporate sector",2009-11-01,116331
"Public financial corporate sector",2009-12-01,116331
"Public financial corporate sector",2010-01-01,116331
"Public financial corporate sector",2010-02-01,116163
"Public financial corporate sector",2010-03-01,116163
"Public financial corporate sector",2010-04-01,116163
"Public financial corporate sector",2010-05-01,116163
"Public financial corporate sector",2010-06-01,116163
"Public financial corporate sector",2010-07-01,116163
"Public financial corporate sector",2010-08-01,116163
"Public financial corporate sector",2010-09-01,116163
"Public financial corporate sector",2010-10-01,116163
"Public financial corporate sector",2010-11-01,116163
"Public financial corporate sector",2010-12-01,116163
"Public financial corporate sector",2011-01-01,0
"Public financial corporate sector",2011-02-01,0
"Public financial corporate sector",2011-03-01,0
"Public financial corporate sector",2011-04-01,0
"Public financial corporate sector",2011-05-01,0
"Public financial corporate sector",2011-06-01,0
"Public financial corporate sector",2011-07-01,0
"Public financial corporate sector",2011-08-01,0
"Public financial corporate sector",2011-09-01,0
"Public financial corporate sector",2011-10-01,0
"Public financial corporate sector",2011-11-01,0
"Public financial corporate sector",2011-12-01,0
"Public financial corporate sector",2012-01-01,0
"Public financial corporate sector",2012-02-01,0
"Public financial corporate sector",2012-03-01,0
"Public financial corporate sector",2012-04-01,0
"Public financial corporate sector",2012-05-01,0
"Public financial corporate sector",2012-06-01,0
"Public financial corporate sector",2012-07-01,0
"Public financial corporate sector",2012-08-01,0
"Public financial corporate sector",2012-09-01,0
"Public financial corporate sector",2012-10-01,0
"Public financial corporate sector",2012-11-01,0
"Public financial corporate sector",2012-12-01,0
"Public financial corporate sector",2013-01-01,0
"Public financial corporate sector",2013-02-01,0
"Public financial corporate sector",2013-03-01,0
"Public financial corporate sector",2013-04-01,0
"Public financial corporate sector",2013-05-01,0
"Public financial corporate sector",2013-06-01,0
"Public financial corporate sector",2013-07-01,0
"Public financial corporate sector",2013-08-01,0
"Public financial corporate sector",2013-09-01,0
"Public financial corporate sector",2013-10-01,0
"Public financial corporate sector",2013-11-01,0
"Public financial corporate sector",2013-12-01,0
"Public financial corporate sector",2014-01-01,0
"Public financial corporate sector",2014-02-01,0
"Public financial corporate sector",2014-03-01,0
"Public financial corporate sector",2014-04-01,0
"Public financial corporate sector",2014-05-01,0
"Public financial corporate sector",2014-06-01,0
"Public financial corporate sector",2014-07-01,0
"Public financial corporate sector",2014-08-01,0
"Public financial corporate sector",2014-09-01,0
"Public financial corporate sector",2014-10-01,0
"Public financial corporate sector",2014-11-01,0
"Public financial corporate sector",2014-12-01,0
"Public financial corporate sector",2015-01-01,0
"Public financial corporate sector",2015-02-01,0
"Public financial corporate sector",2015-03-01,0
"Public financial corporate sector",2015-04-01,0
"Public financial corporate sector",2015-05-01,0
"Public financial corporate sector",2015-06-01,0
"Public financial corporate sector",2015-07-01,0
"Public financial corporate sector",2015-08-01,0
"Public financial corporate sector",2015-09-01,0
"Public financial corporate sector",2015-10-01,0
"Public financial corporate sector",2015-11-01,0
"Public financial corporate sector",2015-12-01,0
"Public financial corporate sector",2016-01-01,0
"Public financial corporate sector",2016-02-01,0
"Public financial corporate sector",2016-03-01,0
"Public financial corporate sector",2016-04-01,0
"Public financial corporate sector",2016-05-01,0
"Public financial corporate sector",2016-06-01,0
"Public financial corporate sector",2016-07-01,0
"Public financial corporate sector",2016-08-01,0
"Public financial corporate sector",2016-09-01,165
"Public financial corporate sector",2016-10-01,1939
"Public financial corporate sector",2016-11-01,3914
"Public financial corporate sector",2016-12-01,0
"Public financial corporate sector",2017-01-01,0
"Public financial corporate sector",2017-02-01,0
"Public financial corporate sector",2017-03-01,0
"Public financial corporate sector",2017-04-01,0
"Public financial corporate sector",2017-05-01,0
"Public financial corporate sector",2017-06-01,0
"Public financial corporate sector",2017-07-01,0
"Public financial corporate sector",2017-08-01,0
"Public financial corporate sector",2017-09-01,0
"Public financial corporate sector",2017-10-01,0
"Public financial corporate sector",2017-11-01,0
"Public financial corporate sector",2017-12-01,0
"Public financial corporate sector",2018-01-01,0
"Public financial corporate sector",2018-02-01,0
"Public financial corporate sector",2018-03-01,0
"Public financial corporate sector",2018-04-01,0
"Public financial corporate sector",2018-05-01,0
"Public financial corporate sector",2018-06-01,0
"Public financial corporate sector",2018-07-01,0
"Public financial corporate sector",2018-08-01,0
"Public financial corporate sector",2018-09-01,16330
"Public financial corporate sector",2018-10-01,0
"Public financial corporate sector",2018-11-01,29513
"Public financial corporate sector",2018-12-01,29843
"Public financial corporate sector",2019-01-01,29666
"Public financial corporate sector",2019-02-01,29462
