"Series","Date","Value"
"Banksd-1",2009-12-01,0
"Banksd-1",2010-01-01,0
"Banksd-1",2010-02-01,0
"Banksd-1",2010-03-01,0
"Banksd-1",2010-04-01,0
"Banksd-1",2010-05-01,0
"Banksd-1",2010-06-01,0
"Banksd-1",2010-07-01,0
"Banksd-1",2010-08-01,0
"Banksd-1",2010-09-01,0
"Banksd-1",2010-10-01,0
"Banksd-1",2010-11-01,0
"Banksd-1",2010-12-01,0
"Banksd-1",2011-01-01,0
"Banksd-1",2011-02-01,0
"Banksd-1",2011-03-01,0
"Banksd-1",2011-04-01,0
"Banksd-1",2011-05-01,0
"Banksd-1",2011-06-01,0
"Banksd-1",2011-07-01,0
"Banksd-1",2011-08-01,0
"Banksd-1",2011-09-01,0
"Banksd-1",2011-10-01,0
"Banksd-1",2011-11-01,0
"Banksd-1",2011-12-01,0
"Banksd-1",2012-01-01,0
"Banksd-1",2012-02-01,0
"Banksd-1",2012-03-01,0
"Banksd-1",2012-04-01,0
"Banksd-1",2012-05-01,0
"Banksd-1",2012-06-01,0
"Banksd-1",2012-07-01,0
"Banksd-1",2012-08-01,0
"Banksd-1",2012-09-01,0
"Banksd-1",2012-10-01,0
"Banksd-1",2012-11-01,0
"Banksd-1",2012-12-01,0
"Banksd-1",2013-01-01,0
"Banksd-1",2013-02-01,0
"Banksd-1",2013-03-01,0
"Banksd-1",2013-04-01,0
"Banksd-1",2013-05-01,0
"Banksd-1",2013-06-01,0
"Banksd-1",2013-07-01,0
"Banksd-1",2013-08-01,0
"Banksd-1",2013-09-01,0
"Banksd-1",2013-10-01,0
"Banksd-1",2013-11-01,0
"Banksd-1",2013-12-01,0
"Banksd-1",2014-01-01,0
"Banksd-1",2014-02-01,0
"Banksd-1",2014-03-01,0
"Banksd-1",2014-04-01,0
"Banksd-1",2014-05-01,0
"Banksd-1",2014-06-01,0
"Banksd-1",2014-07-01,0
"Banksd-1",2014-08-01,0
"Banksd-1",2014-09-01,0
"Banksd-1",2014-10-01,0
"Banksd-1",2014-11-01,0
"Banksd-1",2014-12-01,0
"Banksd-1",2015-01-01,0
"Banksd-1",2015-02-01,0
"Banksd-1",2015-03-01,0
"Banksd-1",2015-04-01,0
"Banksd-1",2015-05-01,0
"Banksd-1",2015-06-01,0
"Banksd-1",2015-07-01,0
"Banksd-1",2015-08-01,0
"Banksd-1",2015-09-01,0
"Banksd-1",2015-10-01,0
"Banksd-1",2015-11-01,0
"Banksd-1",2015-12-01,0
"Banksd-1",2016-01-01,0
"Banksd-1",2016-02-01,0
"Banksd-1",2016-03-01,0
"Banksd-1",2016-04-01,0
"Banksd-1",2016-05-01,0
"Banksd-1",2016-06-01,0
"Banksd-1",2016-07-01,0
"Banksd-1",2016-08-01,0
"Banksd-1",2016-09-01,0
"Banksd-1",2016-10-01,0
"Banksd-1",2016-11-01,0
"Banksd-1",2016-12-01,0
"Banksd-1",2017-01-01,0
"Banksd-1",2017-02-01,0
"Banksd-1",2017-03-01,0
"Banksd-1",2017-04-01,0
"Banksd-1",2017-05-01,0
"Banksd-1",2017-06-01,0
"Banksd-1",2017-07-01,0
"Banksd-1",2017-08-01,0
"Banksd-1",2017-09-01,0
"Banksd-1",2017-10-01,0
"Banksd-1",2017-11-01,0
"Banksd-1",2017-12-01,0
"Banksd-1",2018-01-01,0
"Banksd-1",2018-02-01,0
"Banksd-1",2018-03-01,0
"Banksd-1",2018-04-01,0
"Banksd-1",2018-05-01,0
"Banksd-1",2018-06-01,0
"Banksd-1",2018-07-01,0
"Banksd-1",2018-08-01,0
"Banksd-1",2018-09-01,0
"Banksd-1",2018-10-01,0
"Banksd-1",2018-11-01,0
"Banksd-1",2018-12-01,0
"Banksd-1",2019-01-01,0
"Banksd-1",2019-02-01,0
"Banksd-1",2019-03-01,0
"Banksd-1",2019-04-01,0
"Banksd-1",2019-05-01,0
"Banksd-1",2019-06-01,0
"Banksd-1",2019-07-01,0
"Banksd-1",2019-08-01,0
"Banksd-1",2019-09-01,0
"Banksd-1",2019-10-01,0
"Banksd-1",2019-11-01,0
"Banksd-1",2019-12-01,0
"Banksd-1",2020-01-01,0
"Banksd-1",2020-02-01,0
"Banksd-1",2020-03-01,0
"Banksd-1",2020-04-01,0
"Banksd-1",2020-05-01,0
"Banksd-1",2020-06-01,0
"Banksd-1",2020-07-01,0
"Banksd-1",2020-08-01,0
"Banksd-1",2020-09-01,0
"Banksd-1",2020-10-01,0
"Banksd-1",2020-11-01,0
"Banksd-1",2020-12-01,0
"Banksd-1",2021-01-01,0
"Banksd-1",2021-02-01,0
"Banksd-1",2021-03-01,0
"Banksd-1",2021-04-01,0
"Banksd-1",2021-05-01,0
"Banksd-1",2021-06-01,0
"Banksd-1",2021-07-01,0
"Banksd-1",2021-08-01,0
"Banksd-1",2021-09-01,0
"Banksd-1",2021-10-01,0
"Banksd-1",2021-11-01,0
"Banksd-1",2021-12-01,0
"Banksd-1",2022-01-01,0
"Banksd-1",2022-02-01,0
"Banksd-1",2022-03-01,0
"Banksd-1",2022-04-01,0
"Banksd-1",2022-05-01,0
"Banksd-1",2022-06-01,0
"Banksd-1",2022-07-01,0
"Banksd-1",2022-08-01,0
"Banksd-1",2022-09-01,0
"Banksd-1",2022-10-01,0
"Banksd-1",2022-11-01,0
"Banksd-1",2022-12-01,0
"Banksd-1",2023-01-01,0
"Banksd-1",2023-02-01,0
"Banksd-1",2023-03-01,0
"Banksd-1",2023-04-01,0
"Banksd-1",2023-05-01,0
"Banksd-1",2023-06-01,0
"Banksd-1",2023-07-01,0
"Banksd-1",2023-08-01,0
"Financial corporate sectorc",2008-01-01,0
"Financial corporate sectorc",2008-02-01,0
"Financial corporate sectorc",2008-03-01,0
"Financial corporate sectorc",2008-04-01,0
"Financial corporate sectorc",2008-05-01,0
"Financial corporate sectorc",2008-06-01,0
"Financial corporate sectorc",2008-07-01,0
"Financial corporate sectorc",2008-08-01,0
"Financial corporate sectorc",2008-09-01,0
"Financial corporate sectorc",2008-10-01,0
"Financial corporate sectorc",2008-11-01,0
"Financial corporate sectorc",2008-12-01,0
"Financial corporate sectorc",2009-01-01,0
"Financial corporate sectorc",2009-02-01,0
"Financial corporate sectorc",2009-03-01,0
"Financial corporate sectorc",2009-04-01,0
"Financial corporate sectorc",2009-05-01,0
"Financial corporate sectorc",2009-06-01,0
"Financial corporate sectorc",2009-07-01,0
"Financial corporate sectorc",2009-08-01,0
"Financial corporate sectorc",2009-09-01,0
"Financial corporate sectorc",2009-10-01,0
"Financial corporate sectorc",2009-11-01,0
"Financial corporate sectorc",2009-12-01,0
"Financial corporate sectorc",2010-01-01,0
"Financial corporate sectorc",2010-02-01,0
"Financial corporate sectorc",2010-03-01,0
"Financial corporate sectorc",2010-04-01,0
"Financial corporate sectorc",2010-05-01,0
"Financial corporate sectorc",2010-06-01,0
"Financial corporate sectorc",2010-07-01,0
"Financial corporate sectorc",2010-08-01,0
"Financial corporate sectorc",2010-09-01,0
"Financial corporate sectorc",2010-10-01,0
"Financial corporate sectorc",2010-11-01,0
"Financial corporate sectorc",2010-12-01,0
"Financial corporate sectorc",2011-01-01,0
"Financial corporate sectorc",2011-02-01,0
"Financial corporate sectorc",2011-03-01,0
"Financial corporate sectorc",2011-04-01,0
"Financial corporate sectorc",2011-05-01,0
"Financial corporate sectorc",2011-06-01,0
"Financial corporate sectorc",2011-07-01,0
"Financial corporate sectorc",2011-08-01,0
"Financial corporate sectorc",2011-09-01,0
"Financial corporate sectorc",2011-10-01,0
"Financial corporate sectorc",2011-11-01,0
"Financial corporate sectorc",2011-12-01,0
"Financial corporate sectorc",2012-01-01,0
"Financial corporate sectorc",2012-02-01,0
"Financial corporate sectorc",2012-03-01,0
"Financial corporate sectorc",2012-04-01,0
"Financial corporate sectorc",2012-05-01,0
"Financial corporate sectorc",2012-06-01,0
"Financial corporate sectorc",2012-07-01,0
"Financial corporate sectorc",2012-08-01,0
"Financial corporate sectorc",2012-09-01,0
"Financial corporate sectorc",2012-10-01,0
"Financial corporate sectorc",2012-11-01,0
"Financial corporate sectorc",2012-12-01,0
"Financial corporate sectorc",2013-01-01,0
"Financial corporate sectorc",2013-02-01,0
"Financial corporate sectorc",2013-03-01,0
"Financial corporate sectorc",2013-04-01,0
"Financial corporate sectorc",2013-05-01,0
"Financial corporate sectorc",2013-06-01,0
"Financial corporate sectorc",2013-07-01,0
"Financial corporate sectorc",2013-08-01,0
"Financial corporate sectorc",2013-09-01,0
"Financial corporate sectorc",2013-10-01,0
"Financial corporate sectorc",2013-11-01,0
"Financial corporate sectorc",2013-12-01,0
"Financial corporate sectorc",2014-01-01,0
"Financial corporate sectorc",2014-02-01,0
"Financial corporate sectorc",2014-03-01,0
"Financial corporate sectorc",2014-04-01,0
"Financial corporate sectorc",2014-05-01,0
"Financial corporate sectorc",2014-06-01,0
"Financial corporate sectorc",2014-07-01,0
"Financial corporate sectorc",2014-08-01,0
"Financial corporate sectorc",2014-09-01,0
"Financial corporate sectorc",2014-10-01,0
"Financial corporate sectorc",2014-11-01,0
"Financial corporate sectorc",2014-12-01,0
"Financial corporate sectorc",2015-01-01,0
"Financial corporate sectorc",2015-02-01,0
"Financial corporate sectorc",2015-03-01,0
"Financial corporate sectorc",2015-04-01,0
"Financial corporate sectorc",2015-05-01,0
"Financial corporate sectorc",2015-06-01,0
"Financial corporate sectorc",2015-07-01,0
"Financial corporate sectorc",2015-08-01,0
"Financial corporate sectorc",2015-09-01,0
"Financial corporate sectorc",2015-10-01,0
"Financial corporate sectorc",2015-11-01,0
"Financial corporate sectorc",2015-12-01,0
"Financial corporate sectorc",2016-01-01,0
"Financial corporate sectorc",2016-02-01,0
"Financial corporate sectorc",2016-03-01,0
"Financial corporate sectorc",2016-04-01,0
"Financial corporate sectorc",2016-05-01,0
"Financial corporate sectorc",2016-06-01,0
"Financial corporate sectorc",2016-07-01,0
"Financial corporate sectorc",2016-08-01,0
"Financial corporate sectorc",2016-09-01,0
"Financial corporate sectorc",2016-10-01,0
"Financial corporate sectorc",2016-11-01,0
"Financial corporate sectorc",2016-12-01,0
"Financial corporate sectorc",2017-01-01,0
"Financial corporate sectorc",2017-02-01,0
"Financial corporate sectorc",2017-03-01,0
"Financial corporate sectorc",2017-04-01,0
"Financial corporate sectorc",2017-05-01,0
"Financial corporate sectorc",2017-06-01,0
"Financial corporate sectorc",2017-07-01,0
"Financial corporate sectorc",2017-08-01,0
"Financial corporate sectorc",2017-09-01,0
"Financial corporate sectorc",2017-10-01,0
"Financial corporate sectorc",2017-11-01,0
"Financial corporate sectorc",2017-12-01,0
"Financial corporate sectorc",2018-01-01,0
"Financial corporate sectorc",2018-02-01,0
"Financial corporate sectorc",2018-03-01,0
"Financial corporate sectorc",2018-04-01,0
"Financial corporate sectorc",2018-05-01,0
"Financial corporate sectorc",2018-06-01,0
"Financial corporate sectorc",2018-07-01,0
"Financial corporate sectorc",2018-08-01,0
"Financial corporate sectorc",2018-09-01,0
"Financial corporate sectorc",2018-10-01,0
"Financial corporate sectorc",2018-11-01,0
"Financial corporate sectorc",2018-12-01,0
"Financial corporate sectorc",2019-01-01,0
"Financial corporate sectorc",2019-02-01,0
"Financial corporate sectorc",2019-03-01,0
"Financial corporate sectorc",2019-04-01,0
"Financial corporate sectorc",2019-05-01,0
"Financial corporate sectorc",2019-06-01,0
"Financial corporate sectorc",2019-07-01,0
"Financial corporate sectorc",2019-08-01,0
"Financial corporate sectorc",2019-09-01,0
"Financial corporate sectorc",2019-10-01,0
"Financial corporate sectorc",2019-11-01,0
"Financial corporate sectorc",2019-12-01,0
"Financial corporate sectorc",2020-01-01,0
"Financial corporate sectorc",2020-02-01,0
"Financial corporate sectorc",2020-03-01,0
"Financial corporate sectorc",2020-04-01,0
"Financial corporate sectorc",2020-05-01,0
"Financial corporate sectorc",2020-06-01,0
"Financial corporate sectorc",2020-07-01,0
"Financial corporate sectorc",2020-08-01,0
"Financial corporate sectorc",2020-09-01,0
"Financial corporate sectorc",2020-10-01,0
"Financial corporate sectorc",2020-11-01,0
"Financial corporate sectorc",2020-12-01,0
"Financial corporate sectorc",2021-01-01,0
"Financial corporate sectorc",2021-02-01,0
"Financial corporate sectorc",2021-03-01,0
"Financial corporate sectorc",2021-04-01,0
"Financial corporate sectorc",2021-05-01,0
"Financial corporate sectorc",2021-06-01,0
"Financial corporate sectorc",2021-07-01,0
"Financial corporate sectorc",2021-08-01,0
"Financial corporate sectorc",2021-09-01,0
"Financial corporate sectorc",2021-10-01,0
"Financial corporate sectorc",2021-11-01,0
"Financial corporate sectorc",2021-12-01,0
"Financial corporate sectorc",2022-01-01,0
"Financial corporate sectorc",2022-02-01,0
"Financial corporate sectorc",2022-03-01,0
"Financial corporate sectorc",2022-04-01,0
"Financial corporate sectorc",2022-05-01,0
"Financial corporate sectorc",2022-06-01,0
"Financial corporate sectorc",2022-07-01,0
"Financial corporate sectorc",2022-08-01,0
"Financial corporate sectorc",2022-09-01,0
"Financial corporate sectorc",2022-10-01,0
"Financial corporate sectorc",2022-11-01,0
"Financial corporate sectorc",2022-12-01,0
"Financial corporate sectorc",2023-01-01,0
"Financial corporate sectorc",2023-02-01,0
"Financial corporate sectorc",2023-03-01,0
"Financial corporate sectorc",2023-04-01,0
"Financial corporate sectorc",2023-05-01,0
"Financial corporate sectorc",2023-06-01,0
"Financial corporate sectorc",2023-07-01,0
"Financial corporate sectorc",2023-08-01,0
"Non-financial corporate sector and other",2008-01-01,16577
"Non-financial corporate sector and other",2008-02-01,16723
"Non-financial corporate sector and other",2008-03-01,16878
"Non-financial corporate sector and other",2008-04-01,17051
"Non-financial corporate sector and other",2008-05-01,17222
"Non-financial corporate sector and other",2008-06-01,17390
"Non-financial corporate sector and other",2008-07-01,17566
"Non-financial corporate sector and other",2008-08-01,17566
"Non-financial corporate sector and other",2008-09-01,17566
"Non-financial corporate sector and other",2008-10-01,17566
"Non-financial corporate sector and other",2008-11-01,17566
"Non-financial corporate sector and other",2008-12-01,17566
"Non-financial corporate sector and other",2009-01-01,17566
"Non-financial corporate sector and other",2009-02-01,16723
"Non-financial corporate sector and other",2009-03-01,16723
"Non-financial corporate sector and other",2009-04-01,16723
"Non-financial corporate sector and other",2009-05-01,16723
"Non-financial corporate sector and other",2009-06-01,19261
"Non-financial corporate sector and other",2009-07-01,19577
"Non-financial corporate sector and other",2009-08-01,19714
"Non-financial corporate sector and other",2009-09-01,19850
"Non-financial corporate sector and other",2009-10-01,19991
"Non-financial corporate sector and other",2009-11-01,20127
"Non-financial corporate sector and other",2009-12-01,20268
"Non-financial corporate sector and other",2010-01-01,20409
"Non-financial corporate sector and other",2010-02-01,20536
"Non-financial corporate sector and other",2010-03-01,20681
"Non-financial corporate sector and other",2010-04-01,20816
"Non-financial corporate sector and other",2010-05-01,20955
"Non-financial corporate sector and other",2010-06-01,21090
"Non-financial corporate sector and other",2010-07-01,21230
"Non-financial corporate sector and other",2010-08-01,21369
"Non-financial corporate sector and other",2010-09-01,21505
"Non-financial corporate sector and other",2010-10-01,21643
"Non-financial corporate sector and other",2010-11-01,21774
"Non-financial corporate sector and other",2010-12-01,21904
"Non-financial corporate sector and other",2011-01-01,22035
"Non-financial corporate sector and other",2011-02-01,22153
"Non-financial corporate sector and other",2011-03-01,22288
"Non-financial corporate sector and other",2011-04-01,22419
"Non-financial corporate sector and other",2011-05-01,22555
"Non-financial corporate sector and other",2011-06-01,22686
"Non-financial corporate sector and other",2011-07-01,22822
"Non-financial corporate sector and other",2011-08-01,22957
"Non-financial corporate sector and other",2011-09-01,23093
"Non-financial corporate sector and other",2011-10-01,23233
"Non-financial corporate sector and other",2011-11-01,23369
"Non-financial corporate sector and other",2011-12-01,23509
"Non-financial corporate sector and other",2012-01-01,23650
"Non-financial corporate sector and other",2012-02-01,23781
"Non-financial corporate sector and other",2012-03-01,0
"Non-financial corporate sector and other",2012-04-01,0
"Non-financial corporate sector and other",2012-05-01,0
"Non-financial corporate sector and other",2012-06-01,0
"Non-financial corporate sector and other",2012-07-01,0
"Non-financial corporate sector and other",2012-08-01,0
"Non-financial corporate sector and other",2012-09-01,0
"Non-financial corporate sector and other",2012-10-01,0
"Non-financial corporate sector and other",2012-11-01,0
"Non-financial corporate sector and other",2012-12-01,0
"Non-financial corporate sector and other",2013-01-01,0
"Non-financial corporate sector and other",2013-02-01,0
"Non-financial corporate sector and other",2013-03-01,0
"Non-financial corporate sector and other",2013-04-01,0
"Non-financial corporate sector and other",2013-05-01,0
"Non-financial corporate sector and other",2013-06-01,0
"Non-financial corporate sector and other",2013-07-01,0
"Non-financial corporate sector and other",2013-08-01,0
"Non-financial corporate sector and other",2013-09-01,0
"Non-financial corporate sector and other",2013-10-01,0
"Non-financial corporate sector and other",2013-11-01,0
"Non-financial corporate sector and other",2013-12-01,0
"Non-financial corporate sector and other",2014-01-01,0
"Non-financial corporate sector and other",2014-02-01,0
"Non-financial corporate sector and other",2014-03-01,0
"Non-financial corporate sector and other",2014-04-01,0
"Non-financial corporate sector and other",2014-05-01,0
"Non-financial corporate sector and other",2014-06-01,0
"Non-financial corporate sector and other",2014-07-01,0
"Non-financial corporate sector and other",2014-08-01,0
"Non-financial corporate sector and other",2014-09-01,0
"Non-financial corporate sector and other",2014-10-01,0
"Non-financial corporate sector and other",2014-11-01,0
"Non-financial corporate sector and other",2014-12-01,0
"Non-financial corporate sector and other",2015-01-01,0
"Non-financial corporate sector and other",2015-02-01,0
"Non-financial corporate sector and other",2015-03-01,0
"Non-financial corporate sector and other",2015-04-01,0
"Non-financial corporate sector and other",2015-05-01,0
"Non-financial corporate sector and other",2015-06-01,0
"Non-financial corporate sector and other",2015-07-01,0
"Non-financial corporate sector and other",2015-08-01,0
"Non-financial corporate sector and other",2015-09-01,0
"Non-financial corporate sector and other",2015-10-01,0
"Non-financial corporate sector and other",2015-11-01,0
"Non-financial corporate sector and other",2015-12-01,0
"Non-financial corporate sector and other",2016-01-01,0
"Non-financial corporate sector and other",2016-02-01,0
"Non-financial corporate sector and other",2016-03-01,0
"Non-financial corporate sector and other",2016-04-01,0
"Non-financial corporate sector and other",2016-05-01,0
"Non-financial corporate sector and other",2016-06-01,0
"Non-financial corporate sector and other",2016-07-01,0
"Non-financial corporate sector and other",2016-08-01,0
"Non-financial corporate sector and other",2016-09-01,0
"Non-financial corporate sector and other",2016-10-01,0
"Non-financial corporate sector and other",2016-11-01,0
"Non-financial corporate sector and other",2016-12-01,0
"Non-financial corporate sector and other",2017-01-01,0
"Non-financial corporate sector and other",2017-02-01,0
"Non-financial corporate sector and other",2017-03-01,0
"Non-financial corporate sector and other",2017-04-01,0
"Non-financial corporate sector and other",2017-05-01,0
"Non-financial corporate sector and other",2017-06-01,0
"Non-financial corporate sector and other",2017-07-01,0
"Non-financial corporate sector and other",2017-08-01,0
"Non-financial corporate sector and other",2017-09-01,0
"Non-financial corporate sector and other",2017-10-01,0
"Non-financial corporate sector and other",2017-11-01,0
"Non-financial corporate sector and other",2017-12-01,0
"Non-financial corporate sector and other",2018-01-01,0
"Non-financial corporate sector and other",2018-02-01,0
"Non-financial corporate sector and other",2018-03-01,0
"Non-financial corporate sector and other",2018-04-01,0
"Non-financial corporate sector and other",2018-05-01,0
"Non-financial corporate sector and other",2018-06-01,0
"Non-financial corporate sector and other",2018-07-01,0
"Non-financial corporate sector and other",2018-08-01,0
"Non-financial corporate sector and other",2018-09-01,0
"Non-financial corporate sector and other",2018-10-01,0
"Non-financial corporate sector and other",2018-11-01,0
"Non-financial corporate sector and other",2018-12-01,0
"Non-financial corporate sector and other",2019-01-01,0
"Non-financial corporate sector and other",2019-02-01,0
"Non-financial corporate sector and other",2019-03-01,0
"Non-financial corporate sector and other",2019-04-01,0
"Non-financial corporate sector and other",2019-05-01,0
"Non-financial corporate sector and other",2019-06-01,0
"Non-financial corporate sector and other",2019-07-01,0
"Non-financial corporate sector and other",2019-08-01,0
"Non-financial corporate sector and other",2019-09-01,0
"Non-financial corporate sector and other",2019-10-01,0
"Non-financial corporate sector and other",2019-11-01,0
"Non-financial corporate sector and other",2019-12-01,0
"Non-financial corporate sector and other",2020-01-01,0
"Non-financial corporate sector and other",2020-02-01,0
"Non-financial corporate sector and other",2020-03-01,0
"Non-financial corporate sector and other",2020-04-01,0
"Non-financial corporate sector and other",2020-05-01,0
"Non-financial corporate sector and other",2020-06-01,0
"Non-financial corporate sector and other",2020-07-01,0
"Non-financial corporate sector and other",2020-08-01,0
"Non-financial corporate sector and other",2020-09-01,0
"Non-financial corporate sector and other",2020-10-01,0
"Non-financial corporate sector and other",2020-11-01,0
"Non-financial corporate sector and other",2020-12-01,0
"Non-financial corporate sector and other",2021-01-01,0
"Non-financial corporate sector and other",2021-02-01,0
"Non-financial corporate sector and other",2021-03-01,0
"Non-financial corporate sector and other",2021-04-01,0
"Non-financial corporate sector and other",2021-05-01,0
"Non-financial corporate sector and other",2021-06-01,0
"Non-financial corporate sector and other",2021-07-01,0
"Non-financial corporate sector and other",2021-08-01,0
"Non-financial corporate sector and other",2021-09-01,0
"Non-financial corporate sector and other",2021-10-01,0
"Non-financial corporate sector and other",2021-11-01,0
"Non-financial corporate sector and other",2021-12-01,0
"Non-financial corporate sector and other",2022-01-01,0
"Non-financial corporate sector and other",2022-02-01,0
"Non-financial corporate sector and other",2022-03-01,0
"Non-financial corporate sector and other",2022-04-01,0
"Non-financial corporate sector and other",2022-05-01,0
"Non-financial corporate sector and other",2022-06-01,0
"Non-financial corporate sector and other",2022-07-01,0
"Non-financial corporate sector and other",2022-08-01,0
"Non-financial corporate sector and other",2022-09-01,0
"Non-financial corporate sector and other",2022-10-01,0
"Non-financial corporate sector and other",2022-11-01,0
"Non-financial corporate sector and other",2022-12-01,0
"Non-financial corporate sector and other",2023-01-01,0
"Non-financial corporate sector and other",2023-02-01,0
"Non-financial corporate sector and other",2023-03-01,0
"Non-financial corporate sector and other",2023-04-01,0
"Non-financial corporate sector and other",2023-05-01,0
"Non-financial corporate sector and other",2023-06-01,0
"Non-financial corporate sector and other",2023-07-01,0
"Non-financial corporate sector and other",2023-08-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2008-01-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2008-02-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2008-03-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2008-04-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2008-05-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2008-06-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2008-07-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2008-08-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2008-09-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2008-10-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2008-11-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2008-12-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2009-01-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2009-02-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2009-03-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2009-04-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2009-05-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2009-06-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2009-07-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2009-08-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2009-09-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2009-10-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2009-11-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2009-12-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2010-01-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2010-02-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2010-03-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2010-04-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2010-05-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2010-06-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2010-07-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2010-08-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2010-09-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2010-10-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2010-11-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2010-12-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2011-01-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2011-02-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2011-03-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2011-04-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2011-05-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2011-06-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2011-07-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2011-08-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2011-09-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2011-10-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2011-11-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2011-12-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2012-01-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2012-02-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2012-03-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2012-04-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2012-05-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2012-06-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2012-07-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2012-08-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2012-09-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2012-10-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2012-11-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2012-12-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2013-01-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2013-02-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2013-03-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2013-04-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2013-05-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2013-06-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2013-07-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2013-08-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2013-09-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2013-10-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2013-11-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2013-12-01,0
"Instalment debtors, suspensive sales and leases (total of items 140 and 145)",2014-01-01,0
