"Series","Date","Value"
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2016-10-01,57158090
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2016-11-01,53055975
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2016-12-01,49733073
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2017-01-01,43955550
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2017-02-01,49733700
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2017-03-01,49276021
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2017-04-01,57135760
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2017-05-01,58319360
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2017-06-01,57653377
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2017-07-01,62017145
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2017-08-01,59525803
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2017-09-01,61682243
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2017-10-01,85728451
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2017-11-01,77746319
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2017-12-01,70456805
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2018-01-01,62372421
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2018-02-01,70056682
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2018-03-01,61715827
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2018-04-01,51411690
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2018-05-01,54215836
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2018-06-01,56859320
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2018-07-01,63229306
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2018-08-01,70215228
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2018-09-01,64944874
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2018-10-01,57966789
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2018-11-01,54753847
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2018-12-01,58907012
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2019-01-01,55734166
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2019-02-01,57688584
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2019-03-01,64517830
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2019-04-01,63432241
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2019-05-01,61720900
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2019-06-01,63293634
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2019-07-01,55221444
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2019-08-01,61064287
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2019-09-01,60007600
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2019-10-01,56676676
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2019-11-01,60470104
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2019-12-01,53565406
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2020-01-01,52437589
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2020-02-01,55660027
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2020-03-01,74407149
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2020-04-01,75391842
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2020-05-01,76509796
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2020-06-01,72520196
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2020-07-01,72643545
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2020-08-01,75418182
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2020-09-01,75582618
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2020-10-01,74062198
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2020-11-01,73153697
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2020-12-01,69660158
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2021-01-01,67145111
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2021-02-01,65128058
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2021-03-01,61072855
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2021-04-01,61114471
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2021-05-01,54411527
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2021-06-01,50165727
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2021-07-01,51352475
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2021-08-01,47028089
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2021-09-01,48726503
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2021-10-01,44600007
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2021-11-01,55326869
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2021-12-01,51953054
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2022-01-01,56877677
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2022-02-01,56716730
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2022-03-01,55650397
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2022-04-01,67467203
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2022-05-01,60768541
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2022-06-01,61633767
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2022-07-01,52143459
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2022-08-01,52049882
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2022-09-01,60693846
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2022-10-01,67285461
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2022-11-01,60513578
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2022-12-01,66689849
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2023-01-01,68748722
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2023-02-01,74581541
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2023-03-01,72027114
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2023-04-01,84403015
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2023-05-01,84190821
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2023-06-01,76612345
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2023-07-01,75459991
"Foreign currency loans and advances (total of items 127 to 130, 133 and 134)",2023-08-01,69149630
"Foreign currency notes and coin",2008-01-01,156791
"Foreign currency notes and coin",2008-02-01,235936
"Foreign currency notes and coin",2008-03-01,181361
"Foreign currency notes and coin",2008-04-01,206414
"Foreign currency notes and coin",2008-05-01,163941
"Foreign currency notes and coin",2008-06-01,159481
"Foreign currency notes and coin",2008-07-01,185819
"Foreign currency notes and coin",2008-08-01,161760
"Foreign currency notes and coin",2008-09-01,250017
"Foreign currency notes and coin",2008-10-01,433479
"Foreign currency notes and coin",2008-11-01,445315
"Foreign currency notes and coin",2008-12-01,236056
"Foreign currency notes and coin",2009-01-01,357930
"Foreign currency notes and coin",2009-02-01,332386
"Foreign currency notes and coin",2009-03-01,264346
"Foreign currency notes and coin",2009-04-01,376092
"Foreign currency notes and coin",2009-05-01,256631
"Foreign currency notes and coin",2009-06-01,172466
"Foreign currency notes and coin",2009-07-01,229011
"Foreign currency notes and coin",2009-08-01,223797
"Foreign currency notes and coin",2009-09-01,371328
"Foreign currency notes and coin",2009-10-01,301936
"Foreign currency notes and coin",2009-11-01,316550
"Foreign currency notes and coin",2009-12-01,323131
"Foreign currency notes and coin",2010-01-01,314211
"Foreign currency notes and coin",2010-02-01,278839
"Foreign currency notes and coin",2010-03-01,234229
"Foreign currency notes and coin",2010-04-01,303349
"Foreign currency notes and coin",2010-05-01,391652
"Foreign currency notes and coin",2010-06-01,349204
"Foreign currency notes and coin",2010-07-01,250140
"Foreign currency notes and coin",2010-08-01,286749
"Foreign currency notes and coin",2010-09-01,379792
"Foreign currency notes and coin",2010-10-01,289656
"Foreign currency notes and coin",2010-11-01,252101
"Foreign currency notes and coin",2010-12-01,252984
"Foreign currency notes and coin",2011-01-01,584100
"Foreign currency notes and coin",2011-02-01,228520
"Foreign currency notes and coin",2011-03-01,277528
"Foreign currency notes and coin",2011-04-01,285486
"Foreign currency notes and coin",2011-05-01,249636
"Foreign currency notes and coin",2011-06-01,229212
"Foreign currency notes and coin",2011-07-01,280889
"Foreign currency notes and coin",2011-08-01,397189
"Foreign currency notes and coin",2011-09-01,380927
"Foreign currency notes and coin",2011-10-01,363900
"Foreign currency notes and coin",2011-11-01,438379
"Foreign currency notes and coin",2011-12-01,398234
"Foreign currency notes and coin",2012-01-01,448787
"Foreign currency notes and coin",2012-02-01,341538
"Foreign currency notes and coin",2012-03-01,265590
"Foreign currency notes and coin",2012-04-01,306673
"Foreign currency notes and coin",2012-05-01,305801
"Foreign currency notes and coin",2012-06-01,254461
"Foreign currency notes and coin",2012-07-01,367402
"Foreign currency notes and coin",2012-08-01,259334
"Foreign currency notes and coin",2012-09-01,423850
"Foreign currency notes and coin",2012-10-01,483022
"Foreign currency notes and coin",2012-11-01,505421
"Foreign currency notes and coin",2012-12-01,342583
"Foreign currency notes and coin",2013-01-01,386412
"Foreign currency notes and coin",2013-02-01,341785
"Foreign currency notes and coin",2013-03-01,524313
"Foreign currency notes and coin",2013-04-01,440730
"Foreign currency notes and coin",2013-05-01,478668
"Foreign currency notes and coin",2013-06-01,401443
"Foreign currency notes and coin",2013-07-01,425460
"Foreign currency notes and coin",2013-08-01,0
"Foreign currency notes and coin",2013-09-01,0
"Foreign currency notes and coin",2013-10-01,0
"Foreign currency notes and coin",2013-11-01,0
"Foreign currency notes and coin",2013-12-01,0
"Foreign currency notes and coin",2014-01-01,0
"Foreign currency notes and coin",2014-02-01,0
"Foreign currency notes and coin",2014-03-01,0
"Foreign currency notes and coin",2014-04-01,0
"Foreign currency notes and coin",2014-05-01,0
"Foreign currency notes and coin",2014-06-01,0
"Foreign currency notes and coin",2014-07-01,0
"Foreign currency notes and coin",2014-08-01,0
"Foreign currency notes and coin",2014-09-01,0
"Foreign currency notes and coin",2014-10-01,649437
"Foreign currency notes and coin",2014-11-01,1043669
"Foreign currency notes and coin",2014-12-01,31905
"Foreign currency notes and coin",2015-01-01,696349
"Foreign currency notes and coin",2015-02-01,914057
"Foreign currency notes and coin",2015-03-01,673749
"Foreign currency notes and coin",2015-04-01,443800
"Foreign currency notes and coin",2015-05-01,658228
"Foreign currency notes and coin",2015-06-01,740906
"Foreign currency notes and coin",2015-07-01,686678
"Foreign currency notes and coin",2015-08-01,775837
"Foreign currency notes and coin",2015-09-01,975341
"Foreign currency notes and coin",2015-10-01,689051
"Foreign currency notes and coin",2015-11-01,1078472
"Foreign currency notes and coin",2015-12-01,271547
"Foreign currency notes and coin",2016-01-01,557025
"Foreign currency notes and coin",2016-02-01,923118
"Foreign currency notes and coin",2016-03-01,0
"Foreign currency notes and coin",2016-04-01,146322
"Foreign currency notes and coin",2016-05-01,539824
"Foreign currency notes and coin",2016-06-01,368411
"Foreign currency notes and coin",2016-07-01,409612
"Foreign currency notes and coin",2016-08-01,1056502
"Foreign currency notes and coin",2016-09-01,510481
"Foreign currency notes and coin",2016-10-01,165098
"Foreign currency notes and coin",2016-11-01,383539
"Foreign currency notes and coin",2016-12-01,42692
"Foreign currency notes and coin",2017-01-01,378335
"Foreign currency notes and coin",2017-02-01,89971
"Foreign currency notes and coin",2017-03-01,376795
"Foreign currency notes and coin",2017-04-01,121379
"Foreign currency notes and coin",2017-05-01,237787
"Foreign currency notes and coin",2017-06-01,204099
"Foreign currency notes and coin",2017-07-01,101617
"Foreign currency notes and coin",2017-08-01,19596
"Foreign currency notes and coin",2017-09-01,137366
"Foreign currency notes and coin",2017-10-01,149536
"Foreign currency notes and coin",2017-11-01,0
"Foreign currency notes and coin",2017-12-01,6026
"Foreign currency notes and coin",2018-01-01,78494
"Foreign currency notes and coin",2018-02-01,54691
"Foreign currency notes and coin",2018-03-01,79118
"Foreign currency notes and coin",2018-04-01,162113
"Foreign currency notes and coin",2018-05-01,146104
"Foreign currency notes and coin",2018-06-01,87265
"Foreign currency notes and coin",2018-07-01,115553
"Foreign currency notes and coin",2018-08-01,90077
"Foreign currency notes and coin",2018-09-01,102906
"Foreign currency notes and coin",2018-10-01,163701
"Foreign currency notes and coin",2018-11-01,203354
"Foreign currency notes and coin",2018-12-01,140658
"Foreign currency notes and coin",2019-01-01,9769
"Foreign currency notes and coin",2019-02-01,59869
"Foreign currency notes and coin",2019-03-01,27377
"Foreign currency notes and coin",2019-04-01,15714
"Foreign currency notes and coin",2019-05-01,67136
"Foreign currency notes and coin",2019-06-01,15502
"Foreign currency notes and coin",2019-07-01,0
"Foreign currency notes and coin",2019-08-01,0
"Foreign currency notes and coin",2019-09-01,0
"Foreign currency notes and coin",2019-10-01,0
"Foreign currency notes and coin",2019-11-01,0
"Foreign currency notes and coin",2019-12-01,0
"Foreign currency notes and coin",2020-01-01,0
"Foreign currency notes and coin",2020-02-01,0
"Foreign currency notes and coin",2020-03-01,0
"Foreign currency notes and coin",2020-04-01,0
"Foreign currency notes and coin",2020-05-01,0
"Foreign currency notes and coin",2020-06-01,0
"Foreign currency notes and coin",2020-07-01,0
"Foreign currency notes and coin",2020-08-01,0
"Foreign currency notes and coin",2020-09-01,0
"Foreign currency notes and coin",2020-10-01,0
"Foreign currency notes and coin",2020-11-01,0
"Foreign currency notes and coin",2020-12-01,0
"Foreign currency notes and coin",2021-01-01,0
"Foreign currency notes and coin",2021-02-01,0
"Foreign currency notes and coin",2021-03-01,0
"Foreign currency notes and coin",2021-04-01,0
"Foreign currency notes and coin",2021-05-01,0
"Foreign currency notes and coin",2021-06-01,0
"Foreign currency notes and coin",2021-07-01,0
"Foreign currency notes and coin",2021-08-01,0
"Foreign currency notes and coin",2021-09-01,0
"Foreign currency notes and coin",2021-10-01,0
"Foreign currency notes and coin",2021-11-01,0
"Foreign currency notes and coin",2021-12-01,0
"Foreign currency notes and coin",2022-01-01,0
"Foreign currency notes and coin",2022-02-01,0
"Foreign currency notes and coin",2022-03-01,0
"Foreign currency notes and coin",2022-04-01,0
"Foreign currency notes and coin",2022-05-01,0
"Foreign currency notes and coin",2022-06-01,0
"Foreign currency notes and coin",2022-07-01,0
"Foreign currency notes and coin",2022-08-01,0
"Foreign currency notes and coin",2022-09-01,0
"Foreign currency notes and coin",2022-10-01,0
"Foreign currency notes and coin",2022-11-01,0
"Foreign currency notes and coin",2022-12-01,0
"Foreign currency notes and coin",2023-01-01,0
"Foreign currency notes and coin",2023-02-01,0
"Foreign currency notes and coin",2023-03-01,0
"Foreign currency notes and coin",2023-04-01,0
"Foreign currency notes and coin",2023-05-01,0
"Foreign currency notes and coin",2023-06-01,0
"Foreign currency notes and coin",2023-07-01,0
"Foreign currency notes and coin",2023-08-01,0
"Deposits with and advances to SA Reserve Bank",2008-01-01,0
"Deposits with and advances to SA Reserve Bank",2008-02-01,0
"Deposits with and advances to SA Reserve Bank",2008-03-01,0
"Deposits with and advances to SA Reserve Bank",2008-04-01,0
"Deposits with and advances to SA Reserve Bank",2008-05-01,0
"Deposits with and advances to SA Reserve Bank",2008-06-01,0
"Deposits with and advances to SA Reserve Bank",2008-07-01,0
"Deposits with and advances to SA Reserve Bank",2008-08-01,0
"Deposits with and advances to SA Reserve Bank",2008-09-01,0
"Deposits with and advances to SA Reserve Bank",2008-10-01,0
"Deposits with and advances to SA Reserve Bank",2008-11-01,131
"Deposits with and advances to SA Reserve Bank",2008-12-01,287
"Deposits with and advances to SA Reserve Bank",2009-01-01,0
"Deposits with and advances to SA Reserve Bank",2009-02-01,0
"Deposits with and advances to SA Reserve Bank",2009-03-01,0
"Deposits with and advances to SA Reserve Bank",2009-04-01,0
"Deposits with and advances to SA Reserve Bank",2009-05-01,0
"Deposits with and advances to SA Reserve Bank",2009-06-01,0
"Deposits with and advances to SA Reserve Bank",2009-07-01,0
"Deposits with and advances to SA Reserve Bank",2009-08-01,0
"Deposits with and advances to SA Reserve Bank",2009-09-01,0
"Deposits with and advances to SA Reserve Bank",2009-10-01,0
"Deposits with and advances to SA Reserve Bank",2009-11-01,0
"Deposits with and advances to SA Reserve Bank",2009-12-01,0
"Deposits with and advances to SA Reserve Bank",2010-01-01,0
"Deposits with and advances to SA Reserve Bank",2010-02-01,0
"Deposits with and advances to SA Reserve Bank",2010-03-01,0
"Deposits with and advances to SA Reserve Bank",2010-04-01,0
"Deposits with and advances to SA Reserve Bank",2010-05-01,127
"Deposits with and advances to SA Reserve Bank",2010-06-01,0
"Deposits with and advances to SA Reserve Bank",2010-07-01,0
"Deposits with and advances to SA Reserve Bank",2010-08-01,146
"Deposits with and advances to SA Reserve Bank",2010-09-01,146
"Deposits with and advances to SA Reserve Bank",2010-10-01,770
"Deposits with and advances to SA Reserve Bank",2010-11-01,443
"Deposits with and advances to SA Reserve Bank",2010-12-01,63
"Deposits with and advances to SA Reserve Bank",2011-01-01,69
"Deposits with and advances to SA Reserve Bank",2011-02-01,69
"Deposits with and advances to SA Reserve Bank",2011-03-01,69
"Deposits with and advances to SA Reserve Bank",2011-04-01,69
"Deposits with and advances to SA Reserve Bank",2011-05-01,369
"Deposits with and advances to SA Reserve Bank",2011-06-01,355
"Deposits with and advances to SA Reserve Bank",2011-07-01,0
"Deposits with and advances to SA Reserve Bank",2011-08-01,0
"Deposits with and advances to SA Reserve Bank",2011-09-01,0
"Deposits with and advances to SA Reserve Bank",2011-10-01,0
"Deposits with and advances to SA Reserve Bank",2011-11-01,0
"Deposits with and advances to SA Reserve Bank",2011-12-01,0
"Deposits with and advances to SA Reserve Bank",2012-01-01,0
"Deposits with and advances to SA Reserve Bank",2012-02-01,0
"Deposits with and advances to SA Reserve Bank",2012-03-01,0
"Deposits with and advances to SA Reserve Bank",2012-04-01,0
"Deposits with and advances to SA Reserve Bank",2012-05-01,0
"Deposits with and advances to SA Reserve Bank",2012-06-01,0
"Deposits with and advances to SA Reserve Bank",2012-07-01,0
"Deposits with and advances to SA Reserve Bank",2012-08-01,0
"Deposits with and advances to SA Reserve Bank",2012-09-01,0
"Deposits with and advances to SA Reserve Bank",2012-10-01,0
"Deposits with and advances to SA Reserve Bank",2012-11-01,0
"Deposits with and advances to SA Reserve Bank",2012-12-01,0
"Deposits with and advances to SA Reserve Bank",2013-01-01,0
"Deposits with and advances to SA Reserve Bank",2013-02-01,0
"Deposits with and advances to SA Reserve Bank",2013-03-01,0
"Deposits with and advances to SA Reserve Bank",2013-04-01,0
"Deposits with and advances to SA Reserve Bank",2013-05-01,0
"Deposits with and advances to SA Reserve Bank",2013-06-01,0
"Deposits with and advances to SA Reserve Bank",2013-07-01,0
"Deposits with and advances to SA Reserve Bank",2013-08-01,0
"Deposits with and advances to SA Reserve Bank",2013-09-01,0
"Deposits with and advances to SA Reserve Bank",2013-10-01,0
"Deposits with and advances to SA Reserve Bank",2013-11-01,0
"Deposits with and advances to SA Reserve Bank",2013-12-01,0
"Deposits with and advances to SA Reserve Bank",2014-01-01,0
"Deposits with and advances to SA Reserve Bank",2014-02-01,0
"Deposits with and advances to SA Reserve Bank",2014-03-01,0
"Deposits with and advances to SA Reserve Bank",2014-04-01,0
"Deposits with and advances to SA Reserve Bank",2014-05-01,0
"Deposits with and advances to SA Reserve Bank",2014-06-01,0
"Deposits with and advances to SA Reserve Bank",2014-07-01,0
"Deposits with and advances to SA Reserve Bank",2014-08-01,0
"Deposits with and advances to SA Reserve Bank",2014-09-01,0
"Deposits with and advances to SA Reserve Bank",2014-10-01,0
"Deposits with and advances to SA Reserve Bank",2014-11-01,0
"Deposits with and advances to SA Reserve Bank",2014-12-01,0
"Deposits with and advances to SA Reserve Bank",2015-01-01,0
"Deposits with and advances to SA Reserve Bank",2015-02-01,0
"Deposits with and advances to SA Reserve Bank",2015-03-01,0
"Deposits with and advances to SA Reserve Bank",2015-04-01,0
"Deposits with and advances to SA Reserve Bank",2015-05-01,0
"Deposits with and advances to SA Reserve Bank",2015-06-01,0
"Deposits with and advances to SA Reserve Bank",2015-07-01,53616
"Deposits with and advances to SA Reserve Bank",2015-08-01,0
"Deposits with and advances to SA Reserve Bank",2015-09-01,0
"Deposits with and advances to SA Reserve Bank",2015-10-01,0
"Deposits with and advances to SA Reserve Bank",2015-11-01,0
"Deposits with and advances to SA Reserve Bank",2015-12-01,0
"Deposits with and advances to SA Reserve Bank",2016-01-01,0
"Deposits with and advances to SA Reserve Bank",2016-02-01,0
"Deposits with and advances to SA Reserve Bank",2016-03-01,0
"Deposits with and advances to SA Reserve Bank",2016-04-01,0
"Deposits with and advances to SA Reserve Bank",2016-05-01,0
"Deposits with and advances to SA Reserve Bank",2016-06-01,0
"Deposits with and advances to SA Reserve Bank",2016-07-01,0
"Deposits with and advances to SA Reserve Bank",2016-08-01,0
"Deposits with and advances to SA Reserve Bank",2016-09-01,0
"Deposits with and advances to SA Reserve Bank",2016-10-01,0
"Deposits with and advances to SA Reserve Bank",2016-11-01,0
"Deposits with and advances to SA Reserve Bank",2016-12-01,0
"Deposits with and advances to SA Reserve Bank",2017-01-01,0
"Deposits with and advances to SA Reserve Bank",2017-02-01,0
"Deposits with and advances to SA Reserve Bank",2017-03-01,0
"Deposits with and advances to SA Reserve Bank",2017-04-01,0
"Deposits with and advances to SA Reserve Bank",2017-05-01,0
"Deposits with and advances to SA Reserve Bank",2017-06-01,0
"Deposits with and advances to SA Reserve Bank",2017-07-01,0
"Deposits with and advances to SA Reserve Bank",2017-08-01,0
"Deposits with and advances to SA Reserve Bank",2017-09-01,0
"Deposits with and advances to SA Reserve Bank",2017-10-01,0
"Deposits with and advances to SA Reserve Bank",2017-11-01,0
"Deposits with and advances to SA Reserve Bank",2017-12-01,0
"Deposits with and advances to SA Reserve Bank",2018-01-01,0
"Deposits with and advances to SA Reserve Bank",2018-02-01,0
"Deposits with and advances to SA Reserve Bank",2018-03-01,0
"Deposits with and advances to SA Reserve Bank",2018-04-01,0
"Deposits with and advances to SA Reserve Bank",2018-05-01,0
"Deposits with and advances to SA Reserve Bank",2018-06-01,0
"Deposits with and advances to SA Reserve Bank",2018-07-01,0
"Deposits with and advances to SA Reserve Bank",2018-08-01,0
"Deposits with and advances to SA Reserve Bank",2018-09-01,0
"Deposits with and advances to SA Reserve Bank",2018-10-01,0
"Deposits with and advances to SA Reserve Bank",2018-11-01,0
"Deposits with and advances to SA Reserve Bank",2018-12-01,0
"Deposits with and advances to SA Reserve Bank",2019-01-01,0
"Deposits with and advances to SA Reserve Bank",2019-02-01,0
"Deposits with and advances to SA Reserve Bank",2019-03-01,0
"Deposits with and advances to SA Reserve Bank",2019-04-01,0
"Deposits with and advances to SA Reserve Bank",2019-05-01,0
"Deposits with and advances to SA Reserve Bank",2019-06-01,0
"Deposits with and advances to SA Reserve Bank",2019-07-01,0
"Deposits with and advances to SA Reserve Bank",2019-08-01,0
"Deposits with and advances to SA Reserve Bank",2019-09-01,0
"Deposits with and advances to SA Reserve Bank",2019-10-01,0
"Deposits with and advances to SA Reserve Bank",2019-11-01,0
"Deposits with and advances to SA Reserve Bank",2019-12-01,0
"Deposits with and advances to SA Reserve Bank",2020-01-01,0
"Deposits with and advances to SA Reserve Bank",2020-02-01,0
"Deposits with and advances to SA Reserve Bank",2020-03-01,0
"Deposits with and advances to SA Reserve Bank",2020-04-01,0
"Deposits with and advances to SA Reserve Bank",2020-05-01,0
"Deposits with and advances to SA Reserve Bank",2020-06-01,0
"Deposits with and advances to SA Reserve Bank",2020-07-01,0
"Deposits with and advances to SA Reserve Bank",2020-08-01,0
"Deposits with and advances to SA Reserve Bank",2020-09-01,0
"Deposits with and advances to SA Reserve Bank",2020-10-01,0
"Deposits with and advances to SA Reserve Bank",2020-11-01,0
"Deposits with and advances to SA Reserve Bank",2020-12-01,0
"Deposits with and advances to SA Reserve Bank",2021-01-01,0
"Deposits with and advances to SA Reserve Bank",2021-02-01,0
"Deposits with and advances to SA Reserve Bank",2021-03-01,0
"Deposits with and advances to SA Reserve Bank",2021-04-01,0
"Deposits with and advances to SA Reserve Bank",2021-05-01,0
"Deposits with and advances to SA Reserve Bank",2021-06-01,0
"Deposits with and advances to SA Reserve Bank",2021-07-01,0
"Deposits with and advances to SA Reserve Bank",2021-08-01,0
"Deposits with and advances to SA Reserve Bank",2021-09-01,0
"Deposits with and advances to SA Reserve Bank",2021-10-01,0
"Deposits with and advances to SA Reserve Bank",2021-11-01,0
"Deposits with and advances to SA Reserve Bank",2021-12-01,0
"Deposits with and advances to SA Reserve Bank",2022-01-01,0
"Deposits with and advances to SA Reserve Bank",2022-02-01,0
"Deposits with and advances to SA Reserve Bank",2022-03-01,0
"Deposits with and advances to SA Reserve Bank",2022-04-01,0
"Deposits with and advances to SA Reserve Bank",2022-05-01,0
"Deposits with and advances to SA Reserve Bank",2022-06-01,0
"Deposits with and advances to SA Reserve Bank",2022-07-01,0
"Deposits with and advances to SA Reserve Bank",2022-08-01,0
"Deposits with and advances to SA Reserve Bank",2022-09-01,0
"Deposits with and advances to SA Reserve Bank",2022-10-01,0
"Deposits with and advances to SA Reserve Bank",2022-11-01,0
"Deposits with and advances to SA Reserve Bank",2022-12-01,0
"Deposits with and advances to SA Reserve Bank",2023-01-01,0
"Deposits with and advances to SA Reserve Bank",2023-02-01,0
"Deposits with and advances to SA Reserve Bank",2023-03-01,0
"Deposits with and advances to SA Reserve Bank",2023-04-01,0
"Deposits with and advances to SA Reserve Bank",2023-05-01,0
"Deposits with and advances to SA Reserve Bank",2023-06-01,0
"Deposits with and advances to SA Reserve Bank",2023-07-01,0
"Deposits with and advances to SA Reserve Bank",2023-08-01,0
"Deposits with and advances to SA banksd",2008-01-01,54244
"Deposits with and advances to SA banksd",2008-02-01,55998
"Deposits with and advances to SA banksd",2008-03-01,60213
"Deposits with and advances to SA banksd",2008-04-01,81819
"Deposits with and advances to SA banksd",2008-05-01,130007
"Deposits with and advances to SA banksd",2008-06-01,78924
"Deposits with and advances to SA banksd",2008-07-01,73410
"Deposits with and advances to SA banksd",2008-08-01,80569
"Deposits with and advances to SA banksd",2008-09-01,123782
"Deposits with and advances to SA banksd",2008-10-01,123318
"Deposits with and advances to SA banksd",2008-11-01,862206
"Deposits with and advances to SA banksd",2008-12-01,2074
"Deposits with and advances to SA banksd",2009-01-01,84780
"Deposits with and advances to SA banksd",2009-02-01,83857
"Deposits with and advances to SA banksd",2009-03-01,395235
"Deposits with and advances to SA banksd",2009-04-01,219475
"Deposits with and advances to SA banksd",2009-05-01,15591
"Deposits with and advances to SA banksd",2009-06-01,66790
"Deposits with and advances to SA banksd",2009-07-01,130091
"Deposits with and advances to SA banksd",2009-08-01,138994
"Deposits with and advances to SA banksd",2009-09-01,200810
"Deposits with and advances to SA banksd",2009-10-01,1011
"Deposits with and advances to SA banksd",2009-11-01,188507
"Deposits with and advances to SA banksd",2009-12-01,859026
"Deposits with and advances to SA banksd",2010-01-01,11820
"Deposits with and advances to SA banksd",2010-02-01,296355
"Deposits with and advances to SA banksd",2010-03-01,302326
"Deposits with and advances to SA banksd",2010-04-01,279163
"Deposits with and advances to SA banksd",2010-05-01,291858
"Deposits with and advances to SA banksd",2010-06-01,283604
