"Series","Date","Value"
"Gold coin and bullion",2011-05-01,72
"Gold coin and bullion",2011-06-01,54
"Gold coin and bullion",2011-07-01,70
"Gold coin and bullion",2011-08-01,63
"Gold coin and bullion",2011-09-01,80
"Gold coin and bullion",2011-10-01,98
"Gold coin and bullion",2011-11-01,82
"Gold coin and bullion",2011-12-01,72
"Gold coin and bullion",2012-01-01,72
"Gold coin and bullion",2012-02-01,70
"Gold coin and bullion",2012-03-01,63
"Gold coin and bullion",2012-04-01,63
"Gold coin and bullion",2012-05-01,63
"Gold coin and bullion",2012-06-01,53
"Gold coin and bullion",2012-07-01,53
"Gold coin and bullion",2012-08-01,53
"Gold coin and bullion",2012-09-01,53
"Gold coin and bullion",2012-10-01,53
"Gold coin and bullion",2012-11-01,53
"Gold coin and bullion",2012-12-01,53
"Gold coin and bullion",2013-01-01,53
"Gold coin and bullion",2013-02-01,53
"Gold coin and bullion",2013-03-01,53
"Gold coin and bullion",2013-04-01,53
"Gold coin and bullion",2013-05-01,53
"Gold coin and bullion",2013-06-01,53
"Gold coin and bullion",2013-07-01,53
"Gold coin and bullion",2013-08-01,53
"Gold coin and bullion",2013-09-01,53
"Gold coin and bullion",2013-10-01,53
"Gold coin and bullion",2013-11-01,53
"Gold coin and bullion",2013-12-01,53
"Gold coin and bullion",2014-01-01,53
"Gold coin and bullion",2014-02-01,0
"Gold coin and bullion",2014-03-01,0
"Gold coin and bullion",2014-04-01,0
"Gold coin and bullion",2014-05-01,0
"Gold coin and bullion",2014-06-01,0
"Gold coin and bullion",2014-07-01,0
"Gold coin and bullion",2014-08-01,0
"Gold coin and bullion",2014-09-01,0
"Gold coin and bullion",2014-10-01,0
"Gold coin and bullion",2014-11-01,0
"Gold coin and bullion",2014-12-01,0
"Gold coin and bullion",2015-01-01,0
"Gold coin and bullion",2015-02-01,0
"Gold coin and bullion",2015-03-01,0
"Gold coin and bullion",2015-04-01,0
"Gold coin and bullion",2015-05-01,0
"Gold coin and bullion",2015-06-01,0
"Gold coin and bullion",2015-07-01,0
"Gold coin and bullion",2015-08-01,0
"Gold coin and bullion",2015-09-01,0
"Gold coin and bullion",2015-10-01,0
"Gold coin and bullion",2015-11-01,0
"Gold coin and bullion",2015-12-01,0
"Gold coin and bullion",2016-01-01,11381929
"Gold coin and bullion",2016-02-01,11684090
"Gold coin and bullion",2016-03-01,9938578
"Gold coin and bullion",2016-04-01,8864038
"Gold coin and bullion",2016-05-01,9224503
"Gold coin and bullion",2016-06-01,10996070
"Gold coin and bullion",2016-07-01,10786020
"Gold coin and bullion",2016-08-01,11550518
"Gold coin and bullion",2016-09-01,9401096
"Gold coin and bullion",2016-10-01,8848798
"Gold coin and bullion",2016-11-01,7956082
"Gold coin and bullion",2016-12-01,8533336
"Gold coin and bullion",2017-01-01,8653670
"Gold coin and bullion",2017-02-01,9483222
"Gold coin and bullion",2017-03-01,8629640
"Gold coin and bullion",2017-04-01,9766561
"Gold coin and bullion",2017-05-01,9716330
"Gold coin and bullion",2017-06-01,11222278
"Gold coin and bullion",2017-07-01,9682306
"Gold coin and bullion",2017-08-01,11306772
"Gold coin and bullion",2017-09-01,11795370
"Gold coin and bullion",2017-10-01,13384649
"Gold coin and bullion",2017-11-01,12676615
"Gold coin and bullion",2017-12-01,12700661
"Gold coin and bullion",2018-01-01,11667439
"Gold coin and bullion",2018-02-01,10475580
"Gold coin and bullion",2018-03-01,9864821
"Gold coin and bullion",2018-04-01,9585796
"Gold coin and bullion",2018-05-01,11129257
"Gold coin and bullion",2018-06-01,10342910
"Gold coin and bullion",2018-07-01,9227274
"Gold coin and bullion",2018-08-01,11374645
"Gold coin and bullion",2018-09-01,11511966
"Gold coin and bullion",2018-10-01,12542958
"Gold coin and bullion",2018-11-01,9350121
"Gold coin and bullion",2018-12-01,12859498
"Gold coin and bullion",2019-01-01,12061463
"Gold coin and bullion",2019-02-01,11315917
"Gold coin and bullion",2019-03-01,11992880
"Gold coin and bullion",2019-04-01,13172955
"Gold coin and bullion",2019-05-01,15658924
"Gold coin and bullion",2019-06-01,18909553
"Gold coin and bullion",2019-07-01,18731296
"Gold coin and bullion",2019-08-01,19493802
"Gold coin and bullion",2019-09-01,19563103
"Gold coin and bullion",2019-10-01,18573756
"Gold coin and bullion",2019-11-01,17293991
"Gold coin and bullion",2019-12-01,17352060
"Gold coin and bullion",2020-01-01,18059730
"Gold coin and bullion",2020-02-01,19687557
"Gold coin and bullion",2020-03-01,26723479
"Gold coin and bullion",2020-04-01,28145962
"Gold coin and bullion",2020-05-01,22135623
"Gold coin and bullion",2020-06-01,19715940
"Gold coin and bullion",2020-07-01,18934398
"Gold coin and bullion",2020-08-01,21471385
"Gold coin and bullion",2020-09-01,18510942
"Gold coin and bullion",2020-10-01,17589614
"Gold coin and bullion",2020-11-01,16168033
"Gold coin and bullion",2020-12-01,18191470
"Gold coin and bullion",2021-01-01,16908434
"Gold coin and bullion",2021-02-01,14066112
"Gold coin and bullion",2021-03-01,15327732
"Gold coin and bullion",2021-04-01,16434696
"Gold coin and bullion",2021-05-01,16291688
"Gold coin and bullion",2021-06-01,12828284
"Gold coin and bullion",2021-07-01,14157903
"Gold coin and bullion",2021-08-01,15159211
"Gold coin and bullion",2021-09-01,14423843
"Gold coin and bullion",2021-10-01,16737460
"Gold coin and bullion",2021-11-01,18106694
"Gold coin and bullion",2021-12-01,18792857
"Gold coin and bullion",2022-01-01,13929894
"Gold coin and bullion",2022-02-01,18225155
"Gold coin and bullion",2022-03-01,17143320
"Gold coin and bullion",2022-04-01,17358581
"Gold coin and bullion",2022-05-01,18585132
"Gold coin and bullion",2022-06-01,14886112
"Gold coin and bullion",2022-07-01,12074655
"Gold coin and bullion",2022-08-01,14137351
"Gold coin and bullion",2022-09-01,15126080
"Gold coin and bullion",2022-10-01,14262179
"Gold coin and bullion",2022-11-01,15487083
"Gold coin and bullion",2022-12-01,16007558
"Gold coin and bullion",2023-01-01,15872783
"Gold coin and bullion",2023-02-01,13902642
"Gold coin and bullion",2023-03-01,10210365
"Gold coin and bullion",2023-04-01,10156748
"Gold coin and bullion",2023-05-01,14620256
"Gold coin and bullion",2023-06-01,14960069
"Gold coin and bullion",2023-07-01,14604688
"Gold coin and bullion",2023-08-01,13569306
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2008-01-01,10095509
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2008-02-01,11266435
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2008-03-01,11279219
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2008-04-01,10335647
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2008-05-01,10408488
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2008-06-01,10373651
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2008-07-01,10700261
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2008-08-01,10886660
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2008-09-01,11081839
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2008-10-01,11165718
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2008-11-01,11212198
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2008-12-01,11139906
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2009-01-01,11296909
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2009-02-01,11341584
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2009-03-01,11281348
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2009-04-01,11178259
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2009-05-01,11033896
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2009-06-01,10836225
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2009-07-01,10692979
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2009-08-01,10669136
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2009-09-01,10571099
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2009-10-01,10563683
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2009-11-01,10558729
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2009-12-01,10627809
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2010-01-01,10586427
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2010-02-01,10432402
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2010-03-01,10386693
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2010-04-01,10375732
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2010-05-01,10531316
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2010-06-01,10604853
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2010-07-01,10741341
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2010-08-01,10829644
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2010-09-01,10869990
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2010-10-01,10775719
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2010-11-01,10767384
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2010-12-01,10881145
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2011-01-01,10982974
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2011-02-01,11019932
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2011-03-01,11037267
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2011-04-01,11215488
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2011-05-01,11279363
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2011-06-01,14447553
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2011-07-01,11235127
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2011-08-01,11281700
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2011-09-01,11358259
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2011-10-01,11371557
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2011-11-01,11533248
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2011-12-01,11704422
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2012-01-01,11905081
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2012-02-01,11954308
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2012-03-01,12076307
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2012-04-01,12159569
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2012-05-01,12331833
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2012-06-01,12395513
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2012-07-01,12505931
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2012-08-01,12591024
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2012-09-01,12725348
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2012-10-01,12867763
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2012-11-01,13091490
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2012-12-01,13439451
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2013-01-01,13702210
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2013-02-01,15634146
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2013-03-01,13916268
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2013-04-01,14817537
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2013-05-01,15525918
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2013-06-01,14322539
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2013-07-01,14503006
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2013-08-01,14643649
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2013-09-01,14735815
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2013-10-01,15507375
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2013-11-01,14839820
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2013-12-01,14924602
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2014-01-01,15089970
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2014-02-01,15153633
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2014-03-01,15274978
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2014-04-01,15461109
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2014-05-01,15739211
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2014-06-01,16039924
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2014-07-01,16237982
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2014-08-01,16481631
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2014-09-01,16708234
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2014-10-01,17378381
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2014-11-01,17506671
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2014-12-01,17051367
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2015-01-01,17462268
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2015-02-01,17939618
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2015-03-01,17514156
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2015-04-01,18108271
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2015-05-01,18053292
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2015-06-01,18134920
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2015-07-01,18420060
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2015-08-01,18489465
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2015-09-01,20522582
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2015-10-01,19176555
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2015-11-01,18843638
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2015-12-01,18678890
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2016-01-01,18690063
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2016-02-01,19729061
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2016-03-01,18751950
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2016-04-01,18845799
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2016-05-01,21545458
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2016-06-01,19047440
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2016-07-01,19291302
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2016-08-01,19514433
"Domestic currency deposits with SA Reserve Bank (total of items 107 to 109)",2016-09-01,19456140
