"Series","Date","Value"
"Instalment sales (total of items 141 to 144)",2018-02-01,108469486
"Instalment sales (total of items 141 to 144)",2018-03-01,109035456
"Instalment sales (total of items 141 to 144)",2018-04-01,109187394
"Instalment sales (total of items 141 to 144)",2018-05-01,109940488
"Instalment sales (total of items 141 to 144)",2018-06-01,110581382
"Instalment sales (total of items 141 to 144)",2018-07-01,111309808
"Instalment sales (total of items 141 to 144)",2018-08-01,112201902
"Instalment sales (total of items 141 to 144)",2018-09-01,112762085
"Instalment sales (total of items 141 to 144)",2018-10-01,113867707
"Instalment sales (total of items 141 to 144)",2018-11-01,115085159
"Instalment sales (total of items 141 to 144)",2018-12-01,116954064
"Instalment sales (total of items 141 to 144)",2019-01-01,117573937
"Instalment sales (total of items 141 to 144)",2019-02-01,118352983
"Instalment sales (total of items 141 to 144)",2019-03-01,119020562
"Instalment sales (total of items 141 to 144)",2019-04-01,119657463
"Instalment sales (total of items 141 to 144)",2019-05-01,120446692
"Instalment sales (total of items 141 to 144)",2019-06-01,121249542
"Instalment sales (total of items 141 to 144)",2019-07-01,121955733
"Instalment sales (total of items 141 to 144)",2019-08-01,122781302
"Instalment sales (total of items 141 to 144)",2019-09-01,123666379
"Instalment sales (total of items 141 to 144)",2019-10-01,124782135
"Instalment sales (total of items 141 to 144)",2019-11-01,125787483
"Instalment sales (total of items 141 to 144)",2019-12-01,126718721
"Instalment sales (total of items 141 to 144)",2020-01-01,127973380
"Instalment sales (total of items 141 to 144)",2020-02-01,127330340
"Instalment sales (total of items 141 to 144)",2020-03-01,128211842
"Instalment sales (total of items 141 to 144)",2020-04-01,126138449
"Instalment sales (total of items 141 to 144)",2020-05-01,126369938
"Instalment sales (total of items 141 to 144)",2020-06-01,127635331
"Instalment sales (total of items 141 to 144)",2020-07-01,128517759
"Instalment sales (total of items 141 to 144)",2020-08-01,129224062
"Instalment sales (total of items 141 to 144)",2020-09-01,129944335
"Instalment sales (total of items 141 to 144)",2020-10-01,130500142
"Instalment sales (total of items 141 to 144)",2020-11-01,131849915
"Instalment sales (total of items 141 to 144)",2020-12-01,132376750
"Instalment sales (total of items 141 to 144)",2021-01-01,132821334
"Instalment sales (total of items 141 to 144)",2021-02-01,133387340
"Instalment sales (total of items 141 to 144)",2021-03-01,134044939
"Instalment sales (total of items 141 to 144)",2021-04-01,133877679
"Instalment sales (total of items 141 to 144)",2021-05-01,134969425
"Instalment sales (total of items 141 to 144)",2021-06-01,135675687
"Instalment sales (total of items 141 to 144)",2021-07-01,135568507
"Instalment sales (total of items 141 to 144)",2021-08-01,136694427
"Instalment sales (total of items 141 to 144)",2021-09-01,137612041
"Instalment sales (total of items 141 to 144)",2021-10-01,138092912
"Instalment sales (total of items 141 to 144)",2021-11-01,139379897
"Instalment sales (total of items 141 to 144)",2021-12-01,139997040
"Instalment sales (total of items 141 to 144)",2022-01-01,140703663
"Instalment sales (total of items 141 to 144)",2022-02-01,141447783
"Instalment sales (total of items 141 to 144)",2022-03-01,142349736
"Instalment sales (total of items 141 to 144)",2022-04-01,142494492
"Instalment sales (total of items 141 to 144)",2022-05-01,143404219
"Instalment sales (total of items 141 to 144)",2022-06-01,143816254
"Instalment sales (total of items 141 to 144)",2022-07-01,144408775
"Instalment sales (total of items 141 to 144)",2022-08-01,144984264
"Instalment sales (total of items 141 to 144)",2022-09-01,145786543
"Instalment sales (total of items 141 to 144)",2022-10-01,146665524
"Instalment sales (total of items 141 to 144)",2022-11-01,148005108
"Instalment sales (total of items 141 to 144)",2022-12-01,149091671
"Instalment sales (total of items 141 to 144)",2023-01-01,150018274
"Instalment sales (total of items 141 to 144)",2023-02-01,150765100
"Instalment sales (total of items 141 to 144)",2023-03-01,151968372
"Instalment sales (total of items 141 to 144)",2023-04-01,152498840
"Instalment sales (total of items 141 to 144)",2023-05-01,153535651
"Instalment sales (total of items 141 to 144)",2023-06-01,154592409
"Instalment sales (total of items 141 to 144)",2023-07-01,155283231
"Instalment sales (total of items 141 to 144)",2023-08-01,156331262
"Financial corporate sector",2008-01-01,5439
"Financial corporate sector",2008-02-01,0
"Financial corporate sector",2008-03-01,0
"Financial corporate sector",2008-04-01,0
"Financial corporate sector",2008-05-01,0
"Financial corporate sector",2008-06-01,0
"Financial corporate sector",2008-07-01,0
"Financial corporate sector",2008-08-01,0
"Financial corporate sector",2008-09-01,0
"Financial corporate sector",2008-10-01,0
"Financial corporate sector",2008-11-01,0
"Financial corporate sector",2008-12-01,0
"Financial corporate sector",2009-01-01,0
"Financial corporate sector",2009-02-01,0
"Financial corporate sector",2009-03-01,0
"Financial corporate sector",2009-04-01,0
"Financial corporate sector",2009-05-01,0
"Financial corporate sector",2009-06-01,0
"Financial corporate sector",2009-07-01,0
"Financial corporate sector",2009-08-01,0
"Financial corporate sector",2009-09-01,0
"Financial corporate sector",2009-10-01,0
"Financial corporate sector",2009-11-01,0
"Financial corporate sector",2009-12-01,9887
"Financial corporate sector",2010-01-01,14679
"Financial corporate sector",2010-02-01,10630
"Financial corporate sector",2010-03-01,11247
"Financial corporate sector",2010-04-01,10336
"Financial corporate sector",2010-05-01,9967
"Financial corporate sector",2010-06-01,10222
"Financial corporate sector",2010-07-01,9790
"Financial corporate sector",2010-08-01,27275
"Financial corporate sector",2010-09-01,14169
"Financial corporate sector",2010-10-01,83715
"Financial corporate sector",2010-11-01,86392
"Financial corporate sector",2010-12-01,81262
"Financial corporate sector",2011-01-01,84640
"Financial corporate sector",2011-02-01,87126
"Financial corporate sector",2011-03-01,85907
"Financial corporate sector",2011-04-01,146533
"Financial corporate sector",2011-05-01,90686
"Financial corporate sector",2011-06-01,89575
"Financial corporate sector",2011-07-01,90689
"Financial corporate sector",2011-08-01,95005
"Financial corporate sector",2011-09-01,97210
"Financial corporate sector",2011-10-01,104796
"Financial corporate sector",2011-11-01,110734
"Financial corporate sector",2011-12-01,97107
"Financial corporate sector",2012-01-01,100362
"Financial corporate sector",2012-02-01,101875
"Financial corporate sector",2012-03-01,110823
"Financial corporate sector",2012-04-01,107961
"Financial corporate sector",2012-05-01,100254
"Financial corporate sector",2012-06-01,95387
"Financial corporate sector",2012-07-01,95372
"Financial corporate sector",2012-08-01,92993
"Financial corporate sector",2012-09-01,91468
"Financial corporate sector",2012-10-01,92982
"Financial corporate sector",2012-11-01,88376
"Financial corporate sector",2012-12-01,87141
"Financial corporate sector",2013-01-01,94551
"Financial corporate sector",2013-02-01,97538
"Financial corporate sector",2013-03-01,99364
"Financial corporate sector",2013-04-01,100391
"Financial corporate sector",2013-05-01,19034
"Financial corporate sector",2013-06-01,22402
"Financial corporate sector",2013-07-01,21818
"Financial corporate sector",2013-08-01,22041
"Financial corporate sector",2013-09-01,21562
"Financial corporate sector",2013-10-01,21473
"Financial corporate sector",2013-11-01,22332
"Financial corporate sector",2013-12-01,21521
"Financial corporate sector",2014-01-01,19436
"Financial corporate sector",2014-02-01,20253
"Financial corporate sector",2014-03-01,20483
"Financial corporate sector",2014-04-01,21327
"Financial corporate sector",2014-05-01,21559
"Financial corporate sector",2014-06-01,26605
"Financial corporate sector",2014-07-01,25954
"Financial corporate sector",2014-08-01,26988
"Financial corporate sector",2014-09-01,28698
"Financial corporate sector",2014-10-01,28876
"Financial corporate sector",2014-11-01,28818
"Financial corporate sector",2014-12-01,29895
"Financial corporate sector",2015-01-01,32644
"Financial corporate sector",2015-02-01,33354
"Financial corporate sector",2015-03-01,35965
"Financial corporate sector",2015-04-01,41051
"Financial corporate sector",2015-05-01,41559
"Financial corporate sector",2015-06-01,39621
"Financial corporate sector",2015-07-01,41117
"Financial corporate sector",2015-08-01,42153
"Financial corporate sector",2015-09-01,43326
"Financial corporate sector",2015-10-01,44142
"Financial corporate sector",2015-11-01,43651
"Financial corporate sector",2015-12-01,42192
"Financial corporate sector",2016-01-01,41659
"Financial corporate sector",2016-02-01,69047
"Financial corporate sector",2016-03-01,44391
"Financial corporate sector",2016-04-01,44565
"Financial corporate sector",2016-05-01,46251
"Financial corporate sector",2016-06-01,44121
"Financial corporate sector",2016-07-01,44588
"Financial corporate sector",2016-08-01,44615
"Financial corporate sector",2016-09-01,44344
"Financial corporate sector",2016-10-01,46681
"Financial corporate sector",2016-11-01,47781
"Financial corporate sector",2016-12-01,51015
"Financial corporate sector",2017-01-01,53312
"Financial corporate sector",2017-02-01,61083
"Financial corporate sector",2017-03-01,65428
"Financial corporate sector",2017-04-01,63326
"Financial corporate sector",2017-05-01,57479
"Financial corporate sector",2017-06-01,54141
"Financial corporate sector",2017-07-01,54606
"Financial corporate sector",2017-08-01,55995
"Financial corporate sector",2017-09-01,56417
"Financial corporate sector",2017-10-01,55072
"Financial corporate sector",2017-11-01,55710
"Financial corporate sector",2017-12-01,53532
"Financial corporate sector",2018-01-01,61242
"Financial corporate sector",2018-02-01,66323
"Financial corporate sector",2018-03-01,66667
"Financial corporate sector",2018-04-01,67041
"Financial corporate sector",2018-05-01,69770
"Financial corporate sector",2018-06-01,74149
"Financial corporate sector",2018-07-01,69822
"Financial corporate sector",2018-08-01,75183
"Financial corporate sector",2018-09-01,74855
"Financial corporate sector",2018-10-01,82819
"Financial corporate sector",2018-11-01,99156
"Financial corporate sector",2018-12-01,86586
"Financial corporate sector",2019-01-01,87588
"Financial corporate sector",2019-02-01,89990
"Financial corporate sector",2019-03-01,93249
"Financial corporate sector",2019-04-01,88809
"Financial corporate sector",2019-05-01,92741
"Financial corporate sector",2019-06-01,91006
"Financial corporate sector",2019-07-01,94959
"Financial corporate sector",2019-08-01,97848
"Financial corporate sector",2019-09-01,95663
"Financial corporate sector",2019-10-01,133836
"Financial corporate sector",2019-11-01,134351
"Financial corporate sector",2019-12-01,144708
"Financial corporate sector",2020-01-01,141305
"Financial corporate sector",2020-02-01,144196
"Financial corporate sector",2020-03-01,148946
"Financial corporate sector",2020-04-01,145641
"Financial corporate sector",2020-05-01,144150
"Financial corporate sector",2020-06-01,149034
"Financial corporate sector",2020-07-01,151234
"Financial corporate sector",2020-08-01,149959
"Financial corporate sector",2020-09-01,155468
"Financial corporate sector",2020-10-01,158358
"Financial corporate sector",2020-11-01,153948
"Financial corporate sector",2020-12-01,151904
"Financial corporate sector",2021-01-01,147226
"Financial corporate sector",2021-02-01,147684
"Financial corporate sector",2021-03-01,146950
"Financial corporate sector",2021-04-01,143710
"Financial corporate sector",2021-05-01,138996
"Financial corporate sector",2021-06-01,140009
"Financial corporate sector",2021-07-01,143301
"Financial corporate sector",2021-08-01,144424
"Financial corporate sector",2021-09-01,145969
"Financial corporate sector",2021-10-01,155240
"Financial corporate sector",2021-11-01,142970
"Financial corporate sector",2021-12-01,139571
"Financial corporate sector",2022-01-01,148228
"Financial corporate sector",2022-02-01,153097
"Financial corporate sector",2022-03-01,150933
"Financial corporate sector",2022-04-01,163205
"Financial corporate sector",2022-05-01,164463
"Financial corporate sector",2022-06-01,173991
"Financial corporate sector",2022-07-01,166867
"Financial corporate sector",2022-08-01,177195
"Financial corporate sector",2022-09-01,185622
"Financial corporate sector",2022-10-01,187634
"Financial corporate sector",2022-11-01,200100
"Financial corporate sector",2022-12-01,190546
"Financial corporate sector",2023-01-01,188879
"Financial corporate sector",2023-02-01,187932
"Financial corporate sector",2023-03-01,209329
"Financial corporate sector",2023-04-01,218603
"Financial corporate sector",2023-05-01,216101
"Financial corporate sector",2023-06-01,212763
"Financial corporate sector",2023-07-01,227064
"Financial corporate sector",2023-08-01,245946
"Non-financial corporate sector-1",2008-01-01,13800700
"Non-financial corporate sector-1",2008-02-01,14423580
"Non-financial corporate sector-1",2008-03-01,14037002
"Non-financial corporate sector-1",2008-04-01,14256485
"Non-financial corporate sector-1",2008-05-01,14288075
"Non-financial corporate sector-1",2008-06-01,14411346
"Non-financial corporate sector-1",2008-07-01,14568342
"Non-financial corporate sector-1",2008-08-01,14633899
"Non-financial corporate sector-1",2008-09-01,14741387
"Non-financial corporate sector-1",2008-10-01,14756482
"Non-financial corporate sector-1",2008-11-01,14694968
"Non-financial corporate sector-1",2008-12-01,14360368
"Non-financial corporate sector-1",2009-01-01,14574165
"Non-financial corporate sector-1",2009-02-01,14445049
"Non-financial corporate sector-1",2009-03-01,14203712
"Non-financial corporate sector-1",2009-04-01,14110491
"Non-financial corporate sector-1",2009-05-01,13993675
"Non-financial corporate sector-1",2009-06-01,13760593
"Non-financial corporate sector-1",2009-07-01,13657661
"Non-financial corporate sector-1",2009-08-01,13465184
"Non-financial corporate sector-1",2009-09-01,13268981
"Non-financial corporate sector-1",2009-10-01,13126540
"Non-financial corporate sector-1",2009-11-01,13037327
"Non-financial corporate sector-1",2009-12-01,12410304
"Non-financial corporate sector-1",2010-01-01,12359339
"Non-financial corporate sector-1",2010-02-01,12334154
"Non-financial corporate sector-1",2010-03-01,12286770
"Non-financial corporate sector-1",2010-04-01,12184523
"Non-financial corporate sector-1",2010-05-01,12138824
"Non-financial corporate sector-1",2010-06-01,12138985
"Non-financial corporate sector-1",2010-07-01,12170774
"Non-financial corporate sector-1",2010-08-01,12178028
"Non-financial corporate sector-1",2010-09-01,12144390
"Non-financial corporate sector-1",2010-10-01,13218456
"Non-financial corporate sector-1",2010-11-01,13147198
"Non-financial corporate sector-1",2010-12-01,12773010
"Non-financial corporate sector-1",2011-01-01,12881700
"Non-financial corporate sector-1",2011-02-01,12973594
"Non-financial corporate sector-1",2011-03-01,13016094
"Non-financial corporate sector-1",2011-04-01,12943726
"Non-financial corporate sector-1",2011-05-01,12849324
"Non-financial corporate sector-1",2011-06-01,12817759
"Non-financial corporate sector-1",2011-07-01,12734590
"Non-financial corporate sector-1",2011-08-01,12777349
"Non-financial corporate sector-1",2011-09-01,12765358
"Non-financial corporate sector-1",2011-10-01,12674288
"Non-financial corporate sector-1",2011-11-01,12594713
"Non-financial corporate sector-1",2011-12-01,12533994
"Non-financial corporate sector-1",2012-01-01,12389759
"Non-financial corporate sector-1",2012-02-01,12402581
"Non-financial corporate sector-1",2012-03-01,12443294
"Non-financial corporate sector-1",2012-04-01,12471763
"Non-financial corporate sector-1",2012-05-01,12638428
"Non-financial corporate sector-1",2012-06-01,12930989
"Non-financial corporate sector-1",2012-07-01,12872963
"Non-financial corporate sector-1",2012-08-01,12922561
"Non-financial corporate sector-1",2012-09-01,12950785
"Non-financial corporate sector-1",2012-10-01,12988985
"Non-financial corporate sector-1",2012-11-01,13080274
"Non-financial corporate sector-1",2012-12-01,12986138
"Non-financial corporate sector-1",2013-01-01,12847171
"Non-financial corporate sector-1",2013-02-01,12936917
"Non-financial corporate sector-1",2013-03-01,13002123
"Non-financial corporate sector-1",2013-04-01,13177110
"Non-financial corporate sector-1",2013-05-01,13275625
"Non-financial corporate sector-1",2013-06-01,15994193
"Non-financial corporate sector-1",2013-07-01,16105151
"Non-financial corporate sector-1",2013-08-01,16340617
"Non-financial corporate sector-1",2013-09-01,16762891
"Non-financial corporate sector-1",2013-10-01,17119038
"Non-financial corporate sector-1",2013-11-01,17036274
"Non-financial corporate sector-1",2013-12-01,16947950
"Non-financial corporate sector-1",2014-01-01,17036530
"Non-financial corporate sector-1",2014-02-01,17199189
"Non-financial corporate sector-1",2014-03-01,16982352
"Non-financial corporate sector-1",2014-04-01,17200926
"Non-financial corporate sector-1",2014-05-01,17307430
"Non-financial corporate sector-1",2014-06-01,17429091
"Non-financial corporate sector-1",2014-07-01,17563840
"Non-financial corporate sector-1",2014-08-01,17549542
"Non-financial corporate sector-1",2014-09-01,17668464
"Non-financial corporate sector-1",2014-10-01,17753555
"Non-financial corporate sector-1",2014-11-01,17880662
"Non-financial corporate sector-1",2014-12-01,17968638
"Non-financial corporate sector-1",2015-01-01,17789543
"Non-financial corporate sector-1",2015-02-01,18055846
"Non-financial corporate sector-1",2015-03-01,18105151
"Non-financial corporate sector-1",2015-04-01,18136088
"Non-financial corporate sector-1",2015-05-01,18145901
"Non-financial corporate sector-1",2015-06-01,18196990
"Non-financial corporate sector-1",2015-07-01,18295807
"Non-financial corporate sector-1",2015-08-01,18077710
"Non-financial corporate sector-1",2015-09-01,17937088
"Non-financial corporate sector-1",2015-10-01,17868468
"Non-financial corporate sector-1",2015-11-01,17926697
"Non-financial corporate sector-1",2015-12-01,17722801
"Non-financial corporate sector-1",2016-01-01,17562129
"Non-financial corporate sector-1",2016-02-01,17553710
"Non-financial corporate sector-1",2016-03-01,17466432
"Non-financial corporate sector-1",2016-04-01,17301902
"Non-financial corporate sector-1",2016-05-01,17072114
"Non-financial corporate sector-1",2016-06-01,16955623
"Non-financial corporate sector-1",2016-07-01,16836720
"Non-financial corporate sector-1",2016-08-01,16819903
"Non-financial corporate sector-1",2016-09-01,16963894
"Non-financial corporate sector-1",2016-10-01,17117328
"Non-financial corporate sector-1",2016-11-01,17167688
"Non-financial corporate sector-1",2016-12-01,17023529
"Non-financial corporate sector-1",2017-01-01,16915291
"Non-financial corporate sector-1",2017-02-01,16879294
"Non-financial corporate sector-1",2017-03-01,16977303
"Non-financial corporate sector-1",2017-04-01,16847529
"Non-financial corporate sector-1",2017-05-01,16913964
"Non-financial corporate sector-1",2017-06-01,16881932
"Non-financial corporate sector-1",2017-07-01,16836155
"Non-financial corporate sector-1",2017-08-01,16803884
"Non-financial corporate sector-1",2017-09-01,16896370
"Non-financial corporate sector-1",2017-10-01,16775749
"Non-financial corporate sector-1",2017-11-01,16815098
"Non-financial corporate sector-1",2017-12-01,16748617
"Non-financial corporate sector-1",2018-01-01,16594493
"Non-financial corporate sector-1",2018-02-01,16216378
"Non-financial corporate sector-1",2018-03-01,16307563
"Non-financial corporate sector-1",2018-04-01,16138024
"Non-financial corporate sector-1",2018-05-01,16240303
"Non-financial corporate sector-1",2018-06-01,16212718
"Non-financial corporate sector-1",2018-07-01,16305502
"Non-financial corporate sector-1",2018-08-01,16391804
"Non-financial corporate sector-1",2018-09-01,16414613
"Non-financial corporate sector-1",2018-10-01,16508560
"Non-financial corporate sector-1",2018-11-01,16561572
"Non-financial corporate sector-1",2018-12-01,16774812
"Non-financial corporate sector-1",2019-01-01,16723861
"Non-financial corporate sector-1",2019-02-01,17075891
"Non-financial corporate sector-1",2019-03-01,17286973
"Non-financial corporate sector-1",2019-04-01,17577974
"Non-financial corporate sector-1",2019-05-01,17619699
"Non-financial corporate sector-1",2019-06-01,17802062
"Non-financial corporate sector-1",2019-07-01,17790222
"Non-financial corporate sector-1",2019-08-01,17940908
"Non-financial corporate sector-1",2019-09-01,18326941
"Non-financial corporate sector-1",2019-10-01,18450284
"Non-financial corporate sector-1",2019-11-01,18628541
"Non-financial corporate sector-1",2019-12-01,18601712
"Non-financial corporate sector-1",2020-01-01,19146643
"Non-financial corporate sector-1",2020-02-01,18575294
"Non-financial corporate sector-1",2020-03-01,18852286
"Non-financial corporate sector-1",2020-04-01,18600844
"Non-financial corporate sector-1",2020-05-01,18592279
"Non-financial corporate sector-1",2020-06-01,18945687
"Non-financial corporate sector-1",2020-07-01,19024157
"Non-financial corporate sector-1",2020-08-01,19137575
"Non-financial corporate sector-1",2020-09-01,19164183
"Non-financial corporate sector-1",2020-10-01,18992252
"Non-financial corporate sector-1",2020-11-01,19246963
"Non-financial corporate sector-1",2020-12-01,19146635
"Non-financial corporate sector-1",2021-01-01,19093063
"Non-financial corporate sector-1",2021-02-01,19215751
"Non-financial corporate sector-1",2021-03-01,19178269
"Non-financial corporate sector-1",2021-04-01,19044398
"Non-financial corporate sector-1",2021-05-01,19145340
"Non-financial corporate sector-1",2021-06-01,19315587
"Non-financial corporate sector-1",2021-07-01,19306955
"Non-financial corporate sector-1",2021-08-01,18953103
"Non-financial corporate sector-1",2021-09-01,19717460
"Non-financial corporate sector-1",2021-10-01,19635105
"Non-financial corporate sector-1",2021-11-01,19834734
"Non-financial corporate sector-1",2021-12-01,19785425
"Non-financial corporate sector-1",2022-01-01,19756562
"Non-financial corporate sector-1",2022-02-01,19932023
"Non-financial corporate sector-1",2022-03-01,20178124
"Non-financial corporate sector-1",2022-04-01,19939281
"Non-financial corporate sector-1",2022-05-01,20020814
"Non-financial corporate sector-1",2022-06-01,20298366
"Non-financial corporate sector-1",2022-07-01,20503867
"Non-financial corporate sector-1",2022-08-01,20680134
"Non-financial corporate sector-1",2022-09-01,21042684
"Non-financial corporate sector-1",2022-10-01,21276689
"Non-financial corporate sector-1",2022-11-01,21556351
"Non-financial corporate sector-1",2022-12-01,22162194
"Non-financial corporate sector-1",2023-01-01,22273665
"Non-financial corporate sector-1",2023-02-01,22464302
"Non-financial corporate sector-1",2023-03-01,22980603
"Non-financial corporate sector-1",2023-04-01,23157811
"Non-financial corporate sector-1",2023-05-01,23269103
"Non-financial corporate sector-1",2023-06-01,23749396
"Non-financial corporate sector-1",2023-07-01,24003806
"Non-financial corporate sector-1",2023-08-01,24303650
"Household sector",2008-01-01,9073700
"Household sector",2008-02-01,8919926
"Household sector",2008-03-01,9483682
"Household sector",2008-04-01,9742361
"Household sector",2008-05-01,9952952
"Household sector",2008-06-01,10069689
"Household sector",2008-07-01,10203449
"Household sector",2008-08-01,10297805
"Household sector",2008-09-01,10390894
"Household sector",2008-10-01,10495691
"Household sector",2008-11-01,10512767
"Household sector",2008-12-01,10242077
"Household sector",2009-01-01,10379484
"Household sector",2009-02-01,10241706
"Household sector",2009-03-01,10176220
"Household sector",2009-04-01,10101028
"Household sector",2009-05-01,10060141
"Household sector",2009-06-01,10040613
"Household sector",2009-07-01,10034335
"Household sector",2009-08-01,10037056
"Household sector",2009-09-01,10126904
"Household sector",2009-10-01,10243578
"Household sector",2009-11-01,10305922
"Household sector",2009-12-01,10951524
"Household sector",2010-01-01,11105350
"Household sector",2010-02-01,11253183
"Household sector",2010-03-01,11352082
"Household sector",2010-04-01,11396303
"Household sector",2010-05-01,11364169
"Household sector",2010-06-01,11428787
"Household sector",2010-07-01,11285878
"Household sector",2010-08-01,11149046
"Household sector",2010-09-01,11092435
"Household sector",2010-10-01,48653211
"Household sector",2010-11-01,49186744
"Household sector",2010-12-01,49779231
"Household sector",2011-01-01,50289552
"Household sector",2011-02-01,50591755
"Household sector",2011-03-01,51052406
"Household sector",2011-04-01,51229985
"Household sector",2011-05-01,51640441
"Household sector",2011-06-01,52109345
"Household sector",2011-07-01,52469197
"Household sector",2011-08-01,53010721
"Household sector",2011-09-01,53672776
"Household sector",2011-10-01,54017839
"Household sector",2011-11-01,54568389
"Household sector",2011-12-01,55151504
"Household sector",2012-01-01,55445991
"Household sector",2012-02-01,55718471
"Household sector",2012-03-01,55761924
"Household sector",2012-04-01,55963196
"Household sector",2012-05-01,56659609
"Household sector",2012-06-01,56981705
"Household sector",2012-07-01,57277363
"Household sector",2012-08-01,57580615
"Household sector",2012-09-01,57964807
"Household sector",2012-10-01,58533074
"Household sector",2012-11-01,59234950
"Household sector",2012-12-01,59927074
"Household sector",2013-01-01,60476664
"Household sector",2013-02-01,60948316
"Household sector",2013-03-01,61350916
"Household sector",2013-04-01,61856739
"Household sector",2013-05-01,62122426
"Household sector",2013-06-01,60208365
"Household sector",2013-07-01,60907360
"Household sector",2013-08-01,61746738
"Household sector",2013-09-01,62506067
"Household sector",2013-10-01,63445952
"Household sector",2013-11-01,64073066
"Household sector",2013-12-01,64754534
"Household sector",2014-01-01,64924316
"Household sector",2014-02-01,65172995
"Household sector",2014-03-01,64922371
"Household sector",2014-04-01,65415887
"Household sector",2014-05-01,66501336
"Household sector",2014-06-01,67162090
"Household sector",2014-07-01,67914423
"Household sector",2014-08-01,68449057
"Household sector",2014-09-01,68793875
"Household sector",2014-10-01,69810515
"Household sector",2014-11-01,70687567
"Household sector",2014-12-01,72008964
"Household sector",2015-01-01,72829346
"Household sector",2015-02-01,73115449
"Household sector",2015-03-01,73558590
"Household sector",2015-04-01,73289142
"Household sector",2015-05-01,73427166
"Household sector",2015-06-01,73684319
"Household sector",2015-07-01,74183832
"Household sector",2015-08-01,74680990
"Household sector",2015-09-01,75265595
"Household sector",2015-10-01,76308827
"Household sector",2015-11-01,76735551
"Household sector",2015-12-01,77258704
"Household sector",2016-01-01,78145612
"Household sector",2016-02-01,78420331
"Household sector",2016-03-01,78753106
"Household sector",2016-04-01,78786047
"Household sector",2016-05-01,78982383
"Household sector",2016-06-01,79255208
"Household sector",2016-07-01,79459201
"Household sector",2016-08-01,79741348
"Household sector",2016-09-01,80553659
"Household sector",2016-10-01,81390379
"Household sector",2016-11-01,82418042
"Household sector",2016-12-01,83509142
"Household sector",2017-01-01,84099212
"Household sector",2017-02-01,84365459
"Household sector",2017-03-01,84816569
"Household sector",2017-04-01,85090143
"Household sector",2017-05-01,85214280
"Household sector",2017-06-01,85590371
"Household sector",2017-07-01,86253978
"Household sector",2017-08-01,87162063
"Household sector",2017-09-01,87673308
"Household sector",2017-10-01,88417487
"Household sector",2017-11-01,89520004
"Household sector",2017-12-01,90965925
"Household sector",2018-01-01,91636903
"Household sector",2018-02-01,92176800
"Household sector",2018-03-01,92648128
"Household sector",2018-04-01,92970610
"Household sector",2018-05-01,93618908
"Household sector",2018-06-01,94281498
"Household sector",2018-07-01,94924520
"Household sector",2018-08-01,95724496
"Household sector",2018-09-01,96262372
"Household sector",2018-10-01,97262643
"Household sector",2018-11-01,98412591
"Household sector",2018-12-01,100081134
"Household sector",2019-01-01,100751149
"Household sector",2019-02-01,101176544
"Household sector",2019-03-01,101629523
"Household sector",2019-04-01,101980453
"Household sector",2019-05-01,102724388
"Household sector",2019-06-01,103346966
"Household sector",2019-07-01,104061452
"Household sector",2019-08-01,104733968
"Household sector",2019-09-01,105222462
"Household sector",2019-10-01,106187932
"Household sector",2019-11-01,107014515
"Household sector",2019-12-01,107968234
"Household sector",2020-01-01,108674191
"Household sector",2020-02-01,108528278
"Household sector",2020-03-01,109178728
"Household sector",2020-04-01,107377055
"Household sector",2020-05-01,107604189
"Household sector",2020-06-01,108490624
"Household sector",2020-07-01,109267401
"Household sector",2020-08-01,109865677
"Household sector",2020-09-01,110590637
"Household sector",2020-10-01,111235560
"Household sector",2020-11-01,112437613
"Household sector",2020-12-01,113048964
"Household sector",2021-01-01,113536451
"Household sector",2021-02-01,113999872
"Household sector",2021-03-01,114683522
"Household sector",2021-04-01,114621937
"Household sector",2021-05-01,115428831
"Household sector",2021-06-01,116176334
"Household sector",2021-07-01,116040621
"Household sector",2021-08-01,117596900
"Household sector",2021-09-01,117735113
"Household sector",2021-10-01,118286580
"Household sector",2021-11-01,119383768
"Household sector",2021-12-01,120053755
"Household sector",2022-01-01,120776835
"Household sector",2022-02-01,121331253
"Household sector",2022-03-01,121971668
"Household sector",2022-04-01,122335683
"Household sector",2022-05-01,123157876
"Household sector",2022-06-01,123246591
"Household sector",2022-07-01,123609599
"Household sector",2022-08-01,123975980
"Household sector",2022-09-01,124456221
"Household sector",2022-10-01,125062946
"Household sector",2022-11-01,126088683
"Household sector",2022-12-01,126683521
"Household sector",2023-01-01,127491638
"Household sector",2023-02-01,127852376
"Household sector",2023-03-01,128505123
"Household sector",2023-04-01,128853385
"Household sector",2023-05-01,129768254
"Household sector",2023-06-01,130337091
"Household sector",2023-07-01,130749692
"Household sector",2023-08-01,131456479
"Otherb",2008-01-01,0
"Otherb",2008-02-01,0
"Otherb",2008-03-01,0
"Otherb",2008-04-01,0
"Otherb",2008-05-01,0
"Otherb",2008-06-01,0
"Otherb",2008-07-01,0
"Otherb",2008-08-01,0
"Otherb",2008-09-01,0
"Otherb",2008-10-01,0
"Otherb",2008-11-01,0
"Otherb",2008-12-01,0
"Otherb",2009-01-01,0
"Otherb",2009-02-01,0
"Otherb",2009-03-01,0
"Otherb",2009-04-01,0
"Otherb",2009-05-01,0
"Otherb",2009-06-01,343
"Otherb",2009-07-01,346
"Otherb",2009-08-01,275
"Otherb",2009-09-01,275
"Otherb",2009-10-01,280
"Otherb",2009-11-01,209
